smiles,static_polarizability,fitness,static_polarizability_pred_original,vdw_volume,refractive_index,mw
C=CC(=O)OCC(C)(C)CO,0.0805662485695681,-0.002587257597526,10.218107441493254,162.07479587054272,1.2871105588876306,158.19699999999997
C=CC(=O)OC1CCCCO1,0.0805662485695681,-0.0027873280382952,10.218107441493254,152.33429068962252,1.307118190348706,156.18099999999998
C=CC(=O)OCCCCC,0.0805662485695681,-0.0036811667419276,10.218107441493254,154.35484639425704,1.3027384087630631,142.198
C=CC(=O)OCC(C)CC,0.0828587317442043,-2.497643479268397e-05,10.391552899674823,154.3539892457934,1.3083474427074522,142.19799999999998
C=CC(=O)OC(F)(F)C(F)(F)C(F)(F)C(C)(F)F,0.0828587317442043,-0.0002922469352825,10.391552899674823,196.4357812042657,1.2378368638273594,286.11799999999994
C=CC(=O)OCC(C#N)CC,0.0828587317442043,-0.000671719906245,10.391552899674823,154.47989137054282,1.308073177159582,153.18099999999998
C=CC(=O)OC(F)CCCC,0.0828587317442043,-0.0008689889287098,10.391552899674823,158.44038296986147,1.2996915374116715,160.18799999999996
C=CC(=O)OCCC(C)OC,0.0828587317442043,-0.000989424290742,10.391552899674823,162.8774779999743,1.2908343661772064,158.19699999999997
C=CC(=O)OCCCCBr,0.0851512149188405,-0.0001661002848035,10.564998357856394,156.51771918041925,1.309234867637425,207.067
C=CC(=O)OCc1ccco1,0.0851512149188405,-0.0007598355200403,10.564998357856394,140.64732110800443,1.3478154941117426,152.14899999999997
C=CC(=O)OCC(C)(C)C,0.0851512149188405,-0.0071942106101399,10.564998357856394,152.97586238805133,1.3170718911588324,142.19799999999998
C=CC(=O)OC(C)CCC,0.0851512149188405,-0.0073587864849454,10.564998357856394,153.58402240475516,1.3156976364131772,142.19799999999998
C=CC(=O)OCC(C)(CO)CO,0.0874436980934767,-0.0001123362330766,10.738443816037961,170.2644721204626,1.2872268022753917,174.196
C=CC(=O)OC(C)(C)C(=O)OC,0.0874436980934767,-0.0006897485705046,10.738443816037961,166.45294417535007,1.294365770295835,172.17999999999998
C=CC(=O)Oc1ccccn1,0.0874436980934767,-0.002184953436437,10.738443816037961,136.4147839653526,1.3664126948986504,149.14899999999997
C=CC(=O)OCCN=C=S,0.0874436980934767,-0.0042354279307694,10.738443816037961,138.39455686814046,1.3605736101691863,157.194
C=CC(=O)OCCCCCl,0.0874436980934767,-0.0054201445432333,10.738443816037961,151.99465780283467,1.325071065317189,162.61599999999999
C=CC(=O)OCCCCCCl,0.0897361812681129,-0.0012274058967659,10.911889274219533,169.85413177075853,1.2930252578272563,176.643
C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,0.0897361812681129,-0.0016099689096381,10.911889274219533,195.8476723580156,1.2513645362217012,286.11799999999994
C=CC(=O)OCCCSC,0.0897361812681129,-0.0029722350150177,10.911889274219533,156.17370769452384,1.321134552428915,160.238
C=CC(=O)OC=CC=C,0.0897361812681129,-0.004336017140763,10.911889274219533,126.1126201677091,1.4075461436826855,124.13899999999997
