id,cmpdname,smiles_component,smiles_normalized,mw,mf,polararea,complexity,Category,Reason,Category_renormalized,Reason_renormalized
17750163,3-(6-Amino-pyridin-3-yl)-acrylic acid ethyl ester,CCOC(=O)/C=C/C1=CN=C(C=C1)N,CCOC(=O)/C=C/C1=CN=C(C=C1)N,192.21,C10H12N2O2,65.2,216.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
13668398,2-{[3-(2-Chloroethanesulfonyl)propanoyl]oxy}ethyl prop-2-enoate,C=CC(=O)OCCOC(=O)CCS(=O)(=O)CCCl,C=CC(=O)OCCOC(=O)CCS(=O)(=O)CCCl,298.74,C10H15ClO6S,95.1,384.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
53487153,3-(2-Methyl-1H-indol-3-YL)-acrylic acid ethyl ester,CCOC(=O)/C=C/C1=C(NC2=CC=CC=C21)C,CCOC(=O)/C=C/C1=C(NC2=CC=CC=C21)C,229.27,C14H15NO2,42.1,301.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
10798563,3-(2-Chloro-pyridin-3-yl)-acrylic acid ethyl ester,CCOC(=O)/C=C/C1=C(N=CC=C1)Cl,CCOC(=O)/C=C/C1=C(N=CC=C1)Cl,211.64,C10H10ClNO2,39.2,218.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
538590,"Ethyl 3-(2,2-dimethyl-1,3-dioxolan-4-yl)prop-2-enoate",CCOC(=O)C=CC1COC(O1)(C)C,CCOC(=O)C=CC1COC(O1)(C)C,200.23,C10H16O4,44.8,232.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
5705753,Butyl 4-[(4-Methoxybenzylidene)amino]cinnamate,CCCCOC(=O)/C=C/C1=CC=C(C=C1)N=CC2=CC=C(C=C2)OC,CCCCOC(=O)/C=C/C1=CC=C(C=C1)N=CC2=CC=C(C=C2)OC,337.4,C21H23NO3,47.9,430.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
4065946,Ethyl 4-benzyloxy-3-methoxycinnamate,CCOC(=O)C=CC1=CC(=C(C=C1)OCC2=CC=CC=C2)OC,CCOC(=O)C=CC1=CC(=C(C=C1)OCC2=CC=CC=C2)OC,312.4,C19H20O4,44.8,374.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
68105238,"2-Propenoic acid, 3-(4-amino-2-methoxy-5-pyrimidinyl)-, ethyl ester, (2E)-",CCOC(=O)/C=C/C1=CN=C(N=C1N)OC,CCOC(=O)/C=C/C1=CN=C(N=C1N)OC,223.23,C10H13N3O3,87.3,258.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
22276392,Ethyl 3-(4-phenoxyphenyl)prop-2-enoate,CCOC(=O)/C=C/C1=CC=C(C=C1)OC2=CC=CC=C2,CCOC(=O)/C=C/C1=CC=C(C=C1)OC2=CC=CC=C2,268.31,C17H16O3,35.5,310.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
13707694,3-(1H-Indol-6-yl)-acrylic acid methyl ester,COC(=O)/C=C/C1=CC2=C(C=C1)C=CN2,COC(=O)/C=C/C1=CC2=C(C=C1)C=CN2,201.22,C12H11NO2,42.1,262.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66905768,Ethyl 2-ethoxy-3-(4-nitrophenyl)prop-2-enoate,CCOC(=CC1=CC=C(C=C1)[N+](=O)[O-])C(=O)OCC,CCOC(=CC1=CC=C(C=C1)[N+](=O)[O-])C(=O)OCC,265.26,C13H15NO5,81.4,339.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
24229251,"3-(1H-Pyrrolo[2,3-b]pyridin-5-yl)-acrylic acid methyl ester",COC(=O)/C=C/C1=CN=C2C(=C1)C=CN2,COC(=O)/C=C/C1=CN=C2C(=C1)C=CN2,202.21,C11H10N2O2,55.0,265.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
10228969,Fexaramate,CC(C)(C)OC(=O)/C=C/C1=CC=C(C=C1)CN(C2=CC=CC(=C2)/C=C/C(=O)OC)C(=O)C3CCCCC3,CC(C)(C)OC(=O)/C=C/C1=CC=C(C=C1)CN(C2=CC=CC(=C2)/C=C/C(=O)OC)C(=O)C3CCCCC3,503.6,C31H37NO5,72.9,812.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
6284263,"(2,5-dioxopyrrolidin-1-yl) (E)-3-(furan-2-yl)prop-2-enoate",C1CC(=O)N(C1=O)OC(=O)/C=C/C2=CC=CO2,C1CC(=O)N(C1=O)OC(=O)/C=C/C2=CC=CO2,235.19,C11H9NO5,76.8,360.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
21936263,methyl 3-(1-methyl-1H-pyrazol-4-yl)prop-2-enoate,CN1C=C(C=N1)/C=C/C(=O)OC,CN1C=C(C=N1)/C=C/C(=O)OC,166.18,C8H10N2O2,44.1,192.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
135741634,"Ethyl 2-[(6-amino-3,5-difluoropyridin-2-yl)iminomethyl]-3-hydroxy-3-(2,4,5-trifluorophenyl)prop-2-enoate",CCOC(=O)C(=C(C1=CC(=C(C=C1F)F)F)O)C=NC2=C(C=C(C(=N2)N)F)F,CCOC(=O)C(=C(C1=CC(=C(C=C1F)F)F)O)C=NC2=C(C=C(C(=N2)N)F)F,401.29,C17H12F5N3O3,97.8,621.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
19755613,"2-Propenoic acid, 3-(tetrahydro-2H-pyran-4-yl)-, methyl ester",COC(=O)/C=C/C1CCOCC1,COC(=O)/C=C/C1CCOCC1,170.21,C9H14O3,35.5,169.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
14041093,4-(Hydroxymethyl)cinnamic acid methyl ester,COC(=O)/C=C/C1=CC=C(C=C1)CO,COC(=O)/C=C/C1=CC=C(C=C1)CO,192.21,C11H12O3,46.5,203.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
6061753,ethyl (Z)-2-benzoyl-3-(1H-pyrrol-2-yl)prop-2-enoate,CCOC(=O)/C(=C\C1=CC=CN1)/C(=O)C2=CC=CC=C2,CCOC(=O)/C(=C\C1=CC=CN1)/C(=O)C2=CC=CC=C2,269.29,C16H15NO3,59.2,383.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
17750165,3-(2-Chloro-pyridin-4-yl)-acrylic acid ethyl ester,CCOC(=O)/C=C/C1=CC(=NC=C1)Cl,CCOC(=O)/C=C/C1=CC(=NC=C1)Cl,211.64,C10H10ClNO2,39.2,218.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
132371382,methyl (2E)-3-(6-fluoropyridin-3-yl)prop-2-enoate,COC(=O)/C=C/C1=CN=C(C=C1)F,COC(=O)/C=C/C1=CN=C(C=C1)F,181.16,C9H8FNO2,39.2,206.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
118170838,"2-Propenoic acid, 3-(7-methoxy-1-methyl-1H-benzotriazol-5-yl)-, ethyl ester, (2E)-",CCOC(=O)/C=C/C1=CC2=C(C(=C1)OC)N(N=N2)C,CCOC(=O)/C=C/C1=CC2=C(C(=C1)OC)N(N=N2)C,261.279,C13H15N3O3,66.2,348.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66524534,methyl (2E)-3-(6-bromopyridin-2-yl)prop-2-enoate,COC(=O)/C=C/C1=NC(=CC=C1)Br,COC(=O)/C=C/C1=NC(=CC=C1)Br,242.07,C9H8BrNO2,39.2,206.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
15321490,1-Methylcyclopentyl prop-2-enoate,CC1(CCCC1)OC(=O)C=C,CC1(CCCC1)OC(=O)C=C,154.21,C9H14O2,26.3,166.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
2794876,"Ethyl 3-(3,4-dimethoxyphenyl)prop-2-enoate",CCOC(=O)C=CC1=CC(=C(C=C1)OC)OC,CCOC(=O)C=CC1=CC(=C(C=C1)OC)OC,236.26,C13H16O4,44.8,262.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
2774346,ethyl (2E)-2-{[3-chloro-5-(trifluoromethyl)pyridin-2-yl]sulfanyl}-3-(dimethylamino)prop-2-enoate,CCOC(=O)/C(=C\N(C)C)/SC1=C(C=C(C=N1)C(F)(F)F)Cl,CCOC(=O)/C(=C\N(C)C)/SC1=C(C=C(C=N1)C(F)(F)F)Cl,354.78,C13H14ClF3N2O2S,67.7,419.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
47002168,methyl (2E)-3-[4-(chlorosulfonyl)phenyl]prop-2-enoate,COC(=O)/C=C/C1=CC=C(C=C1)S(=O)(=O)Cl,COC(=O)/C=C/C1=CC=C(C=C1)S(=O)(=O)Cl,260.69,C10H9ClO4S,68.8,361.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
163203505,V332CR4Pml,CCC1=NC2=C(N1CC3=CC=C(C=C3)/C=C/C(=O)OC)C(=CC(=N2)C)C,CCC1=NC2=C(N1CC3=CC=C(C=C3)/C=C/C(=O)OC)C(=CC(=N2)C)C,349.4,C21H23N3O2,57.0,502.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
59555761,3-(4-Chloro-pyridin-3-yl)-acrylic acid ethyl ester,CCOC(=O)/C=C/C1=C(C=CN=C1)Cl,CCOC(=O)/C=C/C1=C(C=CN=C1)Cl,211.64,C10H10ClNO2,39.2,218.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
5347857,(4-nitrophenyl)methyl (E)-3-[4-methoxy-3-(oxolan-2-ylmethylsulfamoyl)phenyl]prop-2-enoate,COC1=C(C=C(C=C1)/C=C/C(=O)OCC2=CC=C(C=C2)[N+](=O)[O-])S(=O)(=O)NCC3CCCO3,COC1=C(C=C(C=C1)/C=C/C(=O)OCC2=CC=C(C=C2)[N+](=O)[O-])S(=O)(=O)NCC3CCCO3,476.5,C22H24N2O8S,145.0,783.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
83764590,"2-Propenoic acid, 3-(5-bromo-3-thienyl)-, ethyl ester",CCOC(=O)/C=C/C1=CSC(=C1)Br,CCOC(=O)/C=C/C1=CSC(=C1)Br,261.14,C9H9BrO2S,54.5,206.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
1105528,2-Cyano-3-(4-phenylcarbamoylmethoxy-phenyl)-acrylic acid ethyl ester,CCOC(=O)/C(=C/C1=CC=C(C=C1)OCC(=O)NC2=CC=CC=C2)/C#N,CCOC(=O)/C(=C/C1=CC=C(C=C1)OCC(=O)NC2=CC=CC=C2)/C#N,350.4,C20H18N2O4,88.4,549.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
53395016,Methyl 3-pyrimidin-5-ylprop-2-enoate,COC(=O)C=CC1=CN=CN=C1,COC(=O)C=CC1=CN=CN=C1,164.16,C8H8N2O2,52.1,174.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
137221708,"ethyl (E)-2-[(E)-(6-amino-3,5-difluoropyridin-2-yl)iminomethyl]-3-(3-chloro-2,4,5-trifluorophenyl)-3-hydroxyprop-2-enoate",CCOC(=O)/C(=C(\C1=CC(=C(C(=C1F)Cl)F)F)/O)/C=N/C2=C(C=C(C(=N2)N)F)F,CCOC(=O)/C(=C(\C1=CC(=C(C(=C1F)Cl)F)F)/O)/C=N/C2=C(C=C(C(=N2)N)F)F,435.7,C17H11ClF5N3O3,97.8,656.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
17759196,ethyl (E)-2-cyano-3-[4-nitro-2-(trifluoromethyl)anilino]prop-2-enoate,CCOC(=O)/C(=C/NC1=C(C=C(C=C1)[N+](=O)[O-])C(F)(F)F)/C#N,CCOC(=O)/C(=C/NC1=C(C=C(C=C1)[N+](=O)[O-])C(F)(F)F)/C#N,329.23,C13H10F3N3O4,108.0,533.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
54040092,ethyl 3-(tetrahydro-2H-pyran-4-yl)-2-propenoate,CCOC(=O)C=CC1CCOCC1,CCOC(=O)C=CC1CCOCC1,184.23,C10H16O3,35.5,181.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
69162570,"2-Cyano-3-(3,4-dimethoxyphenylamino)acrylic acid ethyl ester",CCOC(=O)C(=CNC1=CC(=C(C=C1)OC)OC)C#N,CCOC(=O)C(=CNC1=CC(=C(C=C1)OC)OC)C#N,276.29,C14H16N2O4,80.6,399.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
13045374,Ozagrel methyl ester,COC(=O)/C=C/C1=CC=C(C=C1)CN2C=CN=C2,COC(=O)/C=C/C1=CC=C(C=C1)CN2C=CN=C2,242.27,C14H14N2O2,44.1,296.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
1488000,Methyl 2-[3-chloro-5-(trifluoromethyl)pyridin-2-yl]-3-(dimethylamino)prop-2-enoate,CN(C)/C=C(/C1=C(C=C(C=N1)C(F)(F)F)Cl)\C(=O)OC,CN(C)/C=C(/C1=C(C=C(C=N1)C(F)(F)F)Cl)\C(=O)OC,308.68,C12H12ClF3N2O2,42.4,385.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66690695,trans-3-(4-Bromophenyl)acrylic acid tert-butyl ester,CC(C)(C)OC(=O)C=CC1=CC=C(C=C1)Br,CC(C)(C)OC(=O)C=CC1=CC=C(C=C1)Br,283.16,C13H15BrO2,26.3,258.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
734263,"2,6-dimethylphenyl (2E)-3-(2-methoxyphenyl)prop-2-enoate",CC1=C(C(=CC=C1)C)OC(=O)/C=C/C2=CC=CC=C2OC,CC1=C(C(=CC=C1)C)OC(=O)/C=C/C2=CC=CC=C2OC,282.3,C18H18O3,35.5,354.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
53438539,Ethyl 3-(pyrimidin-5-yl)prop-2-enoate,CCOC(=O)C=CC1=CN=CN=C1,CCOC(=O)C=CC1=CN=CN=C1,178.19,C9H10N2O2,52.1,186.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
155711265,"tert-butyl (2E)-3-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)prop-2-enoate",B1(OC(C(O1)(C)C)(C)C)/C=C/C(=O)OC(C)(C)C,B1(OC(C(O1)(C)C)(C)C)/C=C/C(=O)OC(C)(C)C,254.13,C13H23BO4,44.8,337.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
53441188,3-(2-Chloro-phenyl)-acrylic acid methyl ester,COC(=O)C=CC1=CC=CC=C1Cl,COC(=O)C=CC1=CC=CC=C1Cl,196.63,C10H9ClO2,26.3,201.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
137332459,Tert-butyl 2-cyano-3-(4-hydroxyphenyl)prop-2-enoate,CC(C)(C)OC(=O)C(=CC1=CC=C(C=C1)O)C#N,CC(C)(C)OC(=O)C(=CC1=CC=C(C=C1)O)C#N,245.27,C14H15NO3,70.3,376.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
5702721,3-Ethylaminoacrylic acid ethyl ester,CCN/C=C/C(=O)OCC,CCN/C=C/C(=O)OCC,143.18,C7H13NO2,38.3,121.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
23349195,"Ethyl (2E)-3-(1,3-thiazol-2-yl)prop-2-enoate",CCOC(=O)/C=C/C1=NC=CS1,CCOC(=O)/C=C/C1=NC=CS1,183.23,C8H9NO2S,67.4,182.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
11777121,(E)-Ethyl 3-(1-tert-butoxycarbonylaminocyclopropyl)propenoate,CCOC(=O)/C=C/C1(CC1)NC(=O)OC(C)(C)C,CCOC(=O)/C=C/C1(CC1)NC(=O)OC(C)(C)C,255.31,C13H21NO4,64.599,351.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
69883748,methyl 3-methoxy-2-[2-[(6-oxo-1H-pyrimidin-4-yl)oxy]phenyl]prop-2-enoate,COC=C(C1=CC=CC=C1OC2=CC(=O)NC=N2)C(=O)OC,COC=C(C1=CC=CC=C1OC2=CC(=O)NC=N2)C(=O)OC,302.28,C15H14N2O5,86.2,524.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
53401889,3-Amino-3-cyclopropyl-acrylic acid ethyl ester,CCOC(=O)C=C(C1CC1)N,CCOC(=O)C=C(C1CC1)N,155.19,C8H13NO2,52.3,183.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
54513699,Ethyl 2-(4-bromo-2-chloro-benzoyl)-3-dimethylaminoacrylate,CCOC(=O)C(=CN(C)C)C(=O)C1=C(C=C(C=C1)Br)Cl,CCOC(=O)C(=CN(C)C)C(=O)C1=C(C=C(C=C1)Br)Cl,360.63,C14H15BrClNO3,46.6,398.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
44754914,"Ethyl 2,3-difluorocinnamate",CCOC(=O)/C=C/C1=C(C(=CC=C1)F)F,CCOC(=O)/C=C/C1=C(C(=CC=C1)F)F,212.19,C11H10F2O2,26.3,241.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
54304517,Ethyl 3-(2-amino-4-chlorophenyl)prop-2-enoate,CCOC(=O)C=CC1=C(C=C(C=C1)Cl)N,CCOC(=O)C=CC1=C(C=C(C=C1)Cl)N,225.67,C11H12ClNO2,52.3,243.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
11334330,3-(6-Bromo-pyridin-3-yl)-acrylic acid ethyl ester,CCOC(=O)/C=C/C1=CN=C(C=C1)Br,CCOC(=O)/C=C/C1=CN=C(C=C1)Br,256.1,C10H10BrNO2,39.2,218.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
20594786,4-[(4-Pentylphenyl)ethynyl]phenyl prop-2-enoate,CCCCCC1=CC=C(C=C1)C#CC2=CC=C(C=C2)OC(=O)C=C,CCCCCC1=CC=C(C=C1)C#CC2=CC=C(C=C2)OC(=O)C=C,318.4,C22H22O2,26.3,451.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
5467930,ethyl (E)-2-diethoxyphosphoryl-3-(1H-indol-3-yl)prop-2-enoate,CCOC(=O)/C(=C\C1=CNC2=CC=CC=C21)/P(=O)(OCC)OCC,CCOC(=O)/C(=C\C1=CNC2=CC=CC=C21)/P(=O)(OCC)OCC,351.3,C17H22NO5P,77.6,497.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
794525,2-oxo-2-phenylethyl (2E)-3-(furan-2-yl)prop-2-enoate,C1=CC=C(C=C1)C(=O)COC(=O)/C=C/C2=CC=CO2,C1=CC=C(C=C1)C(=O)COC(=O)/C=C/C2=CC=CO2,256.25,C15H12O4,56.5,342.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66836464,ethyl (2E)-3-(5-methoxypyridin-2-yl)prop-2-enoate,CCOC(=O)/C=C/C1=NC=C(C=C1)OC,CCOC(=O)/C=C/C1=NC=C(C=C1)OC,207.23,C11H13NO3,48.4,228.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
9943013,methyl E-4-(4-hydroxyphenyl)cinnamate,COC(=O)/C=C/C1=CC=C(C=C1)C2=CC=C(C=C2)O,COC(=O)/C=C/C1=CC=C(C=C1)C2=CC=C(C=C2)O,254.28,C16H14O3,46.5,308.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
53420486,Ethyl 3-[(1-hydroxypropan-2-yl)amino]prop-2-enoate,CCOC(=O)C=CNC(C)CO,CCOC(=O)C=CNC(C)CO,173.21,C8H15NO3,58.6,156.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
87825478,ethyl (E)-3-(4-amino-6-chloropyridin-3-yl)prop-2-enoate,CCOC(=O)/C=C/C1=CN=C(C=C1N)Cl,CCOC(=O)/C=C/C1=CN=C(C=C1N)Cl,226.66,C10H11ClN2O2,65.2,246.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
59548560,"Ethyl (2E)-3-(3-bromo-2-{[2-({[(1,1-dimethylethyl)oxy]carbonyl}amino)ethyl]oxy}phenyl)-2-propenoate",CCOC(=O)/C=C/C1=C(C(=CC=C1)Br)OCCNC(=O)OC(C)(C)C,CCOC(=O)/C=C/C1=C(C(=CC=C1)Br)OCCNC(=O)OC(C)(C)C,414.3,C18H24BrNO5,73.9,461.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
54365744,Ethyl 3-(6-methylpyridin-3-yl)prop-2-enoate,CCOC(=O)C=CC1=CN=C(C=C1)C,CCOC(=O)C=CC1=CN=C(C=C1)C,191.23,C11H13NO2,39.2,213.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
69855994,Methyl 3-amino-3-(3-nitrophenyl)prop-2-enoate,COC(=O)C=C(C1=CC(=CC=C1)[N+](=O)[O-])N,COC(=O)C=C(C1=CC(=CC=C1)[N+](=O)[O-])N,222.2,C10H10N2O4,98.1,308.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
5947002,4-formylphenyl (2E)-3-(furan-2-yl)prop-2-enoate,C1=COC(=C1)/C=C/C(=O)OC2=CC=C(C=C2)C=O,C1=COC(=C1)/C=C/C(=O)OC2=CC=C(C=C2)C=O,242.23,C14H10O4,56.5,316.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
10658261,(2E)-3-[4-[2-(Dimethylamino)ethoxy]phenyl]-2-propenoic Acid Methyl Ester,CN(C)CCOC1=CC=C(C=C1)/C=C/C(=O)OC,CN(C)CCOC1=CC=C(C=C1)/C=C/C(=O)OC,249.3,C14H19NO3,38.8,268.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
135914965,"methyl (Z)-3-(2,4-dichloro-5-fluorophenyl)-2-[(4-fluorophenyl)iminomethyl]-3-hydroxyprop-2-enoate",COC(=O)/C(=C(/C1=CC(=C(C=C1Cl)Cl)F)\O)/C=NC2=CC=C(C=C2)F,COC(=O)/C(=C(/C1=CC(=C(C=C1Cl)Cl)F)\O)/C=NC2=CC=C(C=C2)F,386.2,C17H11Cl2F2NO3,58.9,536.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
57892461,CID 57892461,C[C@H](C#CC(=O)N(C1=CC=CC=C1)C2=CC=CC=C2)OC(=O)/C=C/C3=CCCC(C3)[N+](=O)[O-],C[C@H](C#CC(=O)N(C1=CC=CC=C1)C2=CC=CC=C2)OC(=O)/C=C/C3=CCCC(C3)[N+](=O)[O-],444.5,C26H24N2O5,92.4,814.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
137332437,Methyl 3-(5-bromo-4-fluoro-2-nitrophenyl)prop-2-enoate,COC(=O)C=CC1=CC(=C(C=C1[N+](=O)[O-])F)Br,COC(=O)C=CC1=CC(=C(C=C1[N+](=O)[O-])F)Br,304.07,C10H7BrFNO4,72.1,331.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
10513487,3-Quinolin-4-YL-acrylic acid ethyl ester,CCOC(=O)/C=C/C1=CC=NC2=CC=CC=C12,CCOC(=O)/C=C/C1=CC=NC2=CC=CC=C12,227.26,C14H13NO2,39.2,288.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
68086383,3-(4-Butoxy-phenyl)-acrylic acid ethyl ester,CCCCOC1=CC=C(C=C1)/C=C/C(=O)OCC,CCCCOC1=CC=C(C=C1)/C=C/C(=O)OCC,248.32,C15H20O3,35.5,253.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
5468399,ethyl (Z)-3-(1-acetylindol-3-yl)-2-[ethoxy(methyl)phosphoryl]prop-2-enoate,CCOC(=O)/C(=C/C1=CN(C2=CC=CC=C21)C(=O)C)/P(=O)(C)OCC,CCOC(=O)/C(=C/C1=CN(C2=CC=CC=C21)C(=O)C)/P(=O)(C)OCC,363.3,C18H22NO5P,74.6,588.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
589327,Ethyl 3-methylcinnamate,CCOC(=O)C=CC1=CC=CC(=C1)C,CCOC(=O)C=CC1=CC=CC(=C1)C,190.24,C12H14O2,26.3,208.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
20226511,2-Benzylphenyl prop-2-enoate,C=CC(=O)OC1=CC=CC=C1CC2=CC=CC=C2,C=CC(=O)OC1=CC=CC=C1CC2=CC=CC=C2,238.28,C16H14O2,26.3,279.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
53837103,Methyl alpha-(2-bromomethyl-3-chlorophenyl)-beta-methoxyacrylate,COC=C(C1=C(C(=CC=C1)Cl)CBr)C(=O)OC,COC=C(C1=C(C(=CC=C1)Cl)CBr)C(=O)OC,319.58,C12H12BrClO3,35.5,294.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
20226510,"2-Propenoic acid, 1-ethylcyclohexyl ester",CCC1(CCCCC1)OC(=O)C=C,CCC1(CCCCC1)OC(=O)C=C,182.26,C11H18O2,26.3,190.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
59729467,Methyl 3-[4-(2-bromoethoxy)phenyl]prop-2-enoate,COC(=O)/C=C/C1=CC=C(C=C1)OCCBr,COC(=O)/C=C/C1=CC=C(C=C1)OCCBr,285.13,C12H13BrO3,35.5,232.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
