id,cmpdname,smiles_component,smiles_normalized,mw,mf,polararea,complexity,Category,Reason,Category_renormalized,Reason_renormalized
6581,Acrylic acid,C=CC(=O)O,C=CC(=O)O,72.06,C3H4O2,37.3,55.9,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
13165,2-Hydroxyethyl acrylate,C=CC(=O)OCCO,C=CC(=O)OCCO,116.11,C5H8O3,46.5,87.7,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
5355130,Octinoxate,CCCCC(CC)COC(=O)/C=C/C1=CC=C(C=C1)OC,CCCCC(CC)COC(=O)/C=C/C1=CC=C(C=C1)OC,290.4,C18H26O3,35.5,304.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
8846,Butyl Acrylate,CCCCOC(=O)C=C,CCCCOC(=O)C=C,128.169,C7H12O2,26.3,97.1,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
8821,Ethyl acrylate,CCOC(=O)C=C,CCOC(=O)C=C,100.12,C5H8O2,26.3,76.1,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
7294,Methyl acrylate,COC(=O)C=C,COC(=O)C=C,86.09,C4H6O2,26.3,65.9,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
736715,Urocanic acid,C1=C(NC=N1)/C=C/C(=O)O,C1=C(NC=N1)/C=C/C(=O)O,138.12,C6H6N2O2,66.0,156.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
637542,p-Coumaric acid,C1=CC(=CC=C1/C=C/C(=O)O)O,C1=CC(=CC=C1/C=C/C(=O)O)O,164.16,C9H8O3,57.5,178.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
6658,Methyl methacrylate,CC(=C)C(=O)OC,C=CC(=O)OC,100.12,C5H8O2,26.3,94.3,Methacrylate,Found Methacrylate moiety,Acrylate,Found Acrylate moiety
81530,Ethyl 2-cyanoacrylate,CCOC(=O)C(=C)C#N,C=CC(=O)OCC,125.13,C6H7NO2,50.1,175.0,Alpha-Substituted Acrylate,Found Alpha-Substituted Acrylate moiety,Acrylate,Found Acrylate moiety
7837,Glycidyl methacrylate,CC(=C)C(=O)OCC1CO1,C=CC(=O)OCC1CO1,142.15,C7H10O3,38.8,162.0,Methacrylate,Found Methacrylate moiety,Acrylate,Found Acrylate moiety
7636,2-Ethylhexyl acrylate,CCCCC(CC)COC(=O)C=C,CCCCC(CC)COC(=O)C=C,184.27,C11H20O2,26.3,152.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
11285653,Picoxystrobin,CO/C=C(\C1=CC=CC=C1COC2=CC=CC(=N2)C(F)(F)F)/C(=O)OC,CO/C=C(\C1=CC=CC=C1COC2=CC=CC(=N2)C(F)(F)F)/C(=O)OC,367.3,C18H16F3NO4,57.6,495.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
699414,trans-4-Methoxycinnamic acid,COC1=CC=C(C=C1)/C=C/C(=O)O,COC1=CC=C(C=C1)/C=C/C(=O)O,178.18,C10H10O3,46.5,190.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
22571,Octocrylene,CCCCC(CC)COC(=O)C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C#N,CCCCC(CC)COC(=O)C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C#N,361.5,C24H27NO2,50.1,510.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
7819,Isobutyl acrylate,CC(C)COC(=O)C=C,CC(C)COC(=O)C=C,128.169,C7H12O2,26.3,106.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
61249,2-Hydroxypropyl acrylate,CC(COC(=O)C=C)O,CC(COC(=O)C=C)O,130.139,C6H10O3,46.5,109.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
4068533,Sodium acrylate,C=CC(=O)[O-],C=CC(=O)[O-],94.04,C3H3NaO2,40.1,59.8,Not Acrylate,No acrylic moiety,Not Acrylate,No acrylic moiety
4068533,Sodium acrylate,[Na+],[Na+],94.04,C3H3NaO2,40.1,59.8,Not Acrylate,No acrylic moiety,Not Acrylate,No acrylic moiety
10234,Binapacryl,CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OC(=O)C=C(C)C,CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OC(=O)C=C(C)C,322.31,C15H18N2O6,118.0,489.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
5320686,Tiliroside,C1=CC(=CC=C1/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O,C1=CC(=CC=C1/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O,594.5,C30H26O13,213.0,1040.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
5281800,Verbascoside,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O,624.6,C29H36O15,245.0,936.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
5367785,Geranyl tiglate,C/C=C(\C)/C(=O)OC/C=C(\C)/CCC=C(C)C,C/C=C(\C)/C(=O)OC/C=C(\C)/CCC=C(C)C,236.35,C15H24O2,26.3,329.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
637541,3'-Hydroxycinnamic acid,C1=CC(=CC(=C1)O)/C=C/C(=O)O,C1=CC(=CC(=C1)O)/C=C/C(=O)O,164.16,C9H8O3,57.5,186.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
165746,Isooctyl acrylate,CC(C)CCCCCOC(=O)C=C,CC(C)CCCCCOC(=O)C=C,184.27,C11H20O2,26.3,150.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
14899,Isodecyl acrylate,CC(C)CCCCCCCOC(=O)C=C,CC(C)CCCCCCCOC(=O)C=C,212.33,C13H24O2,26.3,173.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
16541,Decyl acrylate,CCCCCCCCCCOC(=O)C=C,CCCCCCCCCCOC(=O)C=C,212.33,C13H24O2,26.3,164.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
25644,"1,6-Hexanediol diacrylate",C=CC(=O)OCCCCCCOC(=O)C=C,C=CC(=O)OCCCCCCOC(=O)C=C,226.27,C12H18O4,52.6,219.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
19042,Pentaerythritol triacrylate,C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C,C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C,298.29,C14H18O7,99.1,365.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
1549789,Amiloxate,CC(C)CCOC(=O)/C=C/C1=CC=C(C=C1)OC,CC(C)CCOC(=O)/C=C/C1=CC=C(C=C1)OC,248.32,C15H20O3,35.5,263.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
5375048,3-Indoleacrylic acid,C1=CC=C2C(=C1)C(=CN2)/C=C/C(=O)O,C1=CC=C2C(=C1)C(=CN2)/C=C/C(=O)O,187.19,C11H9NO2,53.1,250.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
5281771,Echinacoside,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OCCC5=CC(=C(C=C5)O)O)O)O)O)O,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OCCC5=CC(=C(C=C5)O)O)O)O)O)O,786.7,C35H46O20,324.0,1230.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
15284,Silux,CC(=C)C(=O)OCC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)OCC(COC(=O)C(=C)C)O)O,C=CC(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COC(=O)C=C)cc2)cc1,512.6,C29H36O8,112.0,698.0,Methacrylate,Found Methacrylate moiety,Acrylate,Found Acrylate moiety
5373773,Cinoxate,CCOCCOC(=O)/C=C/C1=CC=C(C=C1)OC,CCOCCOC(=O)/C=C/C1=CC=C(C=C1)OC,250.29,C14H18O4,44.8,255.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
15458,tert-Butyl acrylate,CC(C)(C)OC(=O)C=C,CC(C)(C)OC(=O)C=C,128.169,C7H12O2,26.3,119.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
7825,2-Cyanoethyl acrylate,C=CC(=O)OCCC#N,C=CC(=O)OCCC#N,125.13,C6H7NO2,50.1,154.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
5357283,Methyl ferulate,COC1=C(C=CC(=C1)/C=C/C(=O)OC)O,COC1=C(C=CC(=C1)/C=C/C(=O)OC)O,208.21,C11H12O4,55.8,237.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
5317238,Ethyl caffeate,CCOC(=O)/C=C/C1=CC(=C(C=C1)O)O,CCOC(=O)/C=C/C1=CC(=C(C=C1)O)O,208.21,C11H12O4,66.8,237.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
5281787,Caffeic acid phenethyl ester,C1=CC=C(C=C1)CCOC(=O)/C=C/C2=CC(=C(C=C2)O)O,C1=CC=C(C=C1)CCOC(=O)/C=C/C2=CC(=C(C=C2)O)O,284.31,C17H16O4,66.8,347.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
5281783,Ethyl p-methoxycinnamate,CCOC(=O)/C=C/C1=CC=C(C=C1)OC,CCOC(=O)/C=C/C1=CC=C(C=C1)OC,206.24,C12H14O3,35.5,215.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
28803,Tetraethylene glycol diacrylate,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,302.32,C14H22O7,80.3,284.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
39485,2-Phenoxyethyl acrylate,C=CC(=O)OCCOC1=CC=CC=C1,C=CC(=O)OCCOC1=CC=CC=C1,192.21,C11H12O3,35.5,183.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
17050,2-(Diethylamino)ethyl acrylate,CCN(CC)CCOC(=O)C=C,CCN(CC)CCOC(=O)C=C,171.24,C9H17NO2,29.5,142.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
17259,Hexyl acrylate,CCCCCCOC(=O)C=C,CCCCCCOC(=O)C=C,156.22,C9H16O2,26.3,119.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
7827,2-Ethoxyethyl acrylate,CCOCCOC(=O)C=C,CCOCCOC(=O)C=C,144.17,C7H12O3,35.5,109.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
13550,n-Propyl acrylate,CCCOC(=O)C=C,CCCOC(=O)C=C,114.14,C6H10O2,26.3,86.5,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
18298,Cyclohexyl acrylate,C=CC(=O)OC1CCCCC1,C=CC(=O)OC1CCCCC1,154.21,C9H14O2,26.3,146.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
28860,"2,2-Dinitropropyl acrylate",CC(COC(=O)C=C)([N+](=O)[O-])[N+](=O)[O-],CC(COC(=O)C=C)([N+](=O)[O-])[N+](=O)[O-],204.14,C6H8N2O6,118.0,261.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
19996,Diethylene glycol diacrylate,C=CC(=O)OCCOCCOC(=O)C=C,C=CC(=O)OCCOCCOC(=O)C=C,214.21,C10H14O5,61.8,210.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
5353609,"Methyl 2,5-dihydroxycinnamate",COC(=O)/C=C/C1=C(C=CC(=C1)O)O,COC(=O)/C=C/C1=C(C=CC(=C1)O)O,194.18,C10H10O4,66.8,224.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
5319562,Methyl 4-hydroxycinnamate,COC(=O)/C=C/C1=CC=C(C=C1)O,COC(=O)/C=C/C1=CC=C(C=C1)O,178.18,C10H10O3,46.5,190.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
75282,Ethylene glycol diacrylate,C=CC(=O)OCCOC(=O)C=C,C=CC(=O)OCCOC(=O)C=C,170.16,C8H10O4,52.6,173.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
70613,"1,4-Butanediol diacrylate",C=CC(=O)OCCCCOC(=O)C=C,C=CC(=O)OCCCCOC(=O)C=C,198.22,C10H14O4,52.6,196.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
16680,Neopentyl glycol diacrylate,CC(C)(COC(=O)C=C)COC(=O)C=C,CC(C)(COC(=O)C=C)COC(=O)C=C,212.24,C11H16O4,52.6,240.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
4128060,Tripropylene glycol diacrylate,CC(COC(C)COC(=O)C=C)OCC(C)OC(=O)C=C,CC(COC(C)COC(=O)C=C)OCC(C)OC(=O)C=C,300.35,C15H24O6,71.1,352.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
12516,"Ethyl 3,3-dimethylacrylate",CCOC(=O)C=C(C)C,CCOC(=O)C=C(C)C,128.169,C7H12O2,26.3,121.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
5273465,Butyl cinnamate,CCCCOC(=O)/C=C/C1=CC=CC=C1,CCCCOC(=O)/C=C/C1=CC=CC=C1,204.26,C13H16O2,26.3,203.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
637308,p-Hydroxyphenethyl trans-ferulate,COC1=C(C=CC(=C1)/C=C/C(=O)OCCC2=CC=C(C=C2)O)O,COC1=C(C=CC(=C1)/C=C/C(=O)OCCC2=CC=C(C=C2)O)O,314.3,C18H18O5,76.0,387.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
5372954,cis-Cinnamic acid,C1=CC=C(C=C1)/C=C\C(=O)O,C1=CC=C(C=C1)/C=C\C(=O)O,148.16,C9H8O2,37.3,155.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
81766,2-(2-Ethoxyethoxy)ethyl acrylate,CCOCCOCCOC(=O)C=C,CCOCCOCCOC(=O)C=C,188.22,C9H16O4,44.8,145.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
17111,2-(Dimethylamino)ethyl acrylate,CN(C)CCOC(=O)C=C,CN(C)CCOC(=O)C=C,143.18,C7H13NO2,29.5,121.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
90558,2-Carboxyethyl acrylate,C=CC(=O)OCCC(=O)O,C=CC(=O)OCCC(=O)O,144.12,C6H8O4,63.6,150.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
17258,Octyl acrylate,CCCCCCCCOC(=O)C=C,CCCCCCCCOC(=O)C=C,184.27,C11H20O2,26.3,141.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
16627,2-Chloroethyl acrylate,C=CC(=O)OCCCl,C=CC(=O)OCCCl,134.56,C5H7ClO2,26.3,90.4,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
18316,Tridecyl acrylate,CCCCCCCCCCCCCOC(=O)C=C,CCCCCCCCCCCCCOC(=O)C=C,254.41,C16H30O2,26.3,199.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
19855,2-Ethylbutyl acrylate,CCC(CC)COC(=O)C=C,CCC(CC)COC(=O)C=C,156.22,C9H16O2,26.3,126.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
4443516,2-Hydroxy-3-phenoxypropyl acrylate,C=CC(=O)OCC(COC1=CC=CC=C1)O,C=CC(=O)OCC(COC1=CC=CC=C1)O,222.24,C12H14O4,55.8,221.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
159747,Zinc acrylate,[Zn+2],[Zn+2],207.5,C6H6O4Zn,80.3,50.4,Not Acrylate,No acrylic moiety,Not Acrylate,No acrylic moiety
12716,Isopropyl acrylate,CC(C)OC(=O)C=C,CC(C)OC(=O)C=C,114.14,C6H10O2,26.3,94.7,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
1268038,Ethyl 4-nitrocinnamate,CCOC(=O)/C=C/C1=CC=C(C=C1)[N+](=O)[O-],CCOC(=O)/C=C/C1=CC=C(C=C1)[N+](=O)[O-],221.21,C11H11NO4,72.1,274.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
641297,Methyl 4-methoxycinnamate,COC1=CC=C(C=C1)/C=C/C(=O)OC,COC1=CC=C(C=C1)/C=C/C(=O)OC,192.21,C11H12O3,35.5,203.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
162071,(2-(Acryloyloxy)ethyl)trimethylammonium chloride,C[N+](C)(C)CCOC(=O)C=C,C[N+](C)(C)CCOC(=O)C=C,193.67,C8H16ClNO2,26.3,147.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
162071,(2-(Acryloyloxy)ethyl)trimethylammonium chloride,[Cl-],[Cl-],193.67,C8H16ClNO2,26.3,147.0,Not Acrylate,No acrylic moiety,Not Acrylate,No acrylic moiety
736681,Ethyl ferulate,CCOC(=O)/C=C/C1=CC(=C(C=C1)O)OC,CCOC(=O)/C=C/C1=CC(=C(C=C1)O)OC,222.24,C12H14O4,55.8,249.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
7234,"2-Propenoic acid, bicyclo[2.2.1]hept-5-en-2-ylmethyl ester",C=CC(=O)OCC1CC2CC1C=C2,C=CC(=O)OCC1CC2CC1C=C2,178.23,C11H14O2,26.3,255.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
6918502,Beloranib,CC(=CC[C@@H]1[C@@](O1)(C)[C@H]2[C@@H]([C@@H](CC[C@]23CO3)OC(=O)/C=C/C4=CC=C(C=C4)OCCN(C)C)OC)C,CC(=CC[C@@H]1[C@@](O1)(C)[C@H]2[C@@H]([C@@H](CC[C@]23CO3)OC(=O)/C=C/C4=CC=C(C=C4)OCCN(C)C)OC)C,499.6,C29H41NO6,73.1,815.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
108956,Dipentaerythritol pentaacrylate,C=CC(=O)OCC(CO)(COCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C)COC(=O)C=C,C=CC(=O)OCC(CO)(COCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C)COC(=O)C=C,524.5,C25H32O12,161.0,789.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
175956,4-(2-(Acryloyloxy)ethoxy)-4-oxobutanoic acid,C=CC(=O)OCCOC(=O)CCC(=O)O,C=CC(=O)OCCOC(=O)CCC(=O)O,216.19,C9H12O6,89.9,257.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
12577030,"2-Propenoic acid, 3a,4,5,6,7,7a-hexahydro-4,7-methano-1H-indenyl ester",C=CC(=O)OC1CC2CC1C3C2C=CC3,C=CC(=O)OC1CC2CC1C3C2C=CC3,204.26,C13H16O2,26.3,331.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
13962928,1-O-feruloyl-beta-D-glucose,COC1=C(C=CC(=C1)/C=C/C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,COC1=C(C=CC(=C1)/C=C/C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,356.32,C16H20O9,146.0,469.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
699489,Ethyl 3-(2-furyl)acrylate,CCOC(=O)/C=C/C1=CC=CO1,CCOC(=O)/C=C/C1=CC=CO1,166.17,C9H10O3,39.4,175.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
75588,4-Hydroxybutyl acrylate,C=CC(=O)OCCCCO,C=CC(=O)OCCCCO,144.17,C7H12O3,46.5,109.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
75118,Vinyl acrylate,C=CC(=O)OC=C,C=CC(=O)OC=C,98.1,C5H6O2,26.3,94.3,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
29728,"2,3-Dibromopropyl acrylate",C=CC(=O)OCC(CBr)Br,C=CC(=O)OCC(CBr)Br,271.93,C6H8Br2O2,26.3,125.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
10083644,(E)-Benzyl 3-(4-hydroxyphenyl)acrylate,C1=CC=C(C=C1)COC(=O)/C=C/C2=CC=C(C=C2)O,C1=CC=C(C=C1)COC(=O)/C=C/C2=CC=C(C=C2)O,254.28,C16H14O3,46.5,297.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
17257,Heptyl acrylate,CCCCCCCOC(=O)C=C,CCCCCCCOC(=O)C=C,170.25,C10H18O2,26.3,130.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
5289085,Methyl (2Z)-3-methoxy-2-{2-[(E)-2-phenylvinyl]phenyl}acrylate,CO/C=C(\C1=CC=CC=C1/C=C/C2=CC=CC=C2)/C(=O)OC,CO/C=C(\C1=CC=CC=C1/C=C/C2=CC=CC=C2)/C(=O)OC,294.3,C19H18O3,35.5,405.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
69810535,5-Norbornene-2-methylolacrylate,C=CC(=O)OC[C@@H]1C[C@H]2C[C@@H]1C=C2,C=CC(=O)OC[C@@H]1C[C@H]2C[C@@H]1C=C2,178.23,C11H14O2,26.3,255.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
689075,Caffeic acid methyl ester,COC(=O)/C=C/C1=CC(=C(C=C1)O)O,COC(=O)/C=C/C1=CC(=C(C=C1)O)O,194.18,C10H10O4,66.8,224.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
6931339,(2E)-3-(1H-indol-3-yl)prop-2-enoate,C1=CC=C2C(=C1)C(=CN2)/C=C/C(=O)[O-],C1=CC=C2C(=C1)C(=CN2)/C=C/C(=O)[O-],186.19,C11H8NO2-,55.9,244.0,Not Acrylate,No acrylic moiety,Not Acrylate,No acrylic moiety
735846,"Methyl 3,4,5-trimethoxycinnamate",COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)OC,COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)OC,252.26,C13H16O5,54.0,275.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
904858,"2-Propenoic acid, 1,7,7-trimethylbicyclo[2.2.1]hept-2-yl ester, exo-",C[C@]12CC[C@H](C1(C)C)C[C@@H]2OC(=O)C=C,C[C@]12CC[C@H](C1(C)C)C[C@@H]2OC(=O)C=C,208.3,C13H20O2,26.3,306.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
5355414,Methyl furfuracrylate,COC(=O)/C=C/C1=CC=CO1,COC(=O)/C=C/C1=CC=CO1,152.15,C8H8O3,39.4,163.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
6479915,Methyl rosmarinate,COC(=O)[C@@H](CC1=CC(=C(C=C1)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O,COC(=O)[C@@H](CC1=CC(=C(C=C1)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O,374.3,C19H18O8,134.0,534.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
92212,Bisphenol a diglycidyl ether diacrylate,CC(C)(C1=CC=C(C=C1)OCC(COC(=O)C=C)O)C2=CC=C(C=C2)OCC(COC(=O)C=C)O,CC(C)(C1=CC=C(C=C1)OCC(COC(=O)C=C)O)C2=CC=C(C=C2)OCC(COC(=O)C=C)O,484.5,C27H32O8,112.0,619.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
23669636,Sodium ferulate,COC1=C(C=CC(=C1)/C=C/C(=O)[O-])O,COC1=C(C=CC(=C1)/C=C/C(=O)[O-])O,216.17,C10H9NaO4,69.6,230.0,Not Acrylate,No acrylic moiety,Not Acrylate,No acrylic moiety
13546,Methyl 3-methyl-2-butenoate,CC(=CC(=O)OC)C,CC(=CC(=O)OC)C,114.14,C6H10O2,26.3,110.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
14840979,"Cinnamyl-3,4-dihydroxy-alpha-cyanocinnamate",C1=CC=C(C=C1)/C=C/COC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,C1=CC=C(C=C1)/C=C/COC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,321.3,C19H15NO4,90.6,525.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
5702746,(+)-2-Methylbutyl-4-methoxybenzyladine-4'-aminocyannate,CC[C@H](C)COC(=O)/C=C/C1=CC=C(C=C1)N=CC2=CC=C(C=C2)OC,CC[C@H](C)COC(=O)/C=C/C1=CC=C(C=C1)N=CC2=CC=C(C=C2)OC,351.4,C22H25NO3,47.9,458.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
