y,run_0,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,run_10,run_11,run_12,run_13,run_14,run_15,run_16,run_17,run_18,run_19,run_20,run_21,run_22,run_23,run_24,run_25,run_26,run_27,run_28,run_29,run_30,run_31,run_32,run_33,run_34,run_35,run_36,run_37,run_38,run_39,run_40,run_41,run_42,run_43,run_44,run_45,run_46,run_47,run_48,run_49,run_50,run_51,run_52,run_53,run_54,run_55,run_56,run_57,run_58,run_59,run_60,run_61,run_62,run_63,run_64,run_65,run_66,run_67,run_68,run_69,run_70,run_71,run_72,run_73,run_74,run_75,run_76,run_77,run_78,run_79,run_80,run_81,run_82,run_83,run_84,run_85,run_86,run_87,run_88,run_89,run_90,run_91,run_92,run_93,run_94,run_95,run_96,run_97,run_98,run_99
0.0196006,0.130332,0.053434372,0.16679725,0.11875337,0.1402097,0.17199671,0.13860857,0.1502805,0.12873971,0.15935281,0.15616065,0.13970894,0.1326282,0.04640597,0.053135216,0.075906575,0.041947484,0.16362274,0.05245781,0.11806229,0.14918303,0.10320866,0.18233725,0.15842655,0.15501088,0.07384434,0.11884254,0.13555536,0.060338855,0.06558108,0.14896658,0.18384337,0.16214609,0.137743,0.15074608,0.14640763,0.06717026,0.15724838,0.04994172,0.16958112,0.07776302,0.11563045,0.07112771,0.09907472,0.062461257,0.08648372,0.038640678,0.12457779,0.17446673,0.017244041,0.11108714,0.12241438,0.10007641,0.11303401,0.115820795,0.10817912,0.028965354,0.16861445,0.1631976,0.057258546,0.15912312,0.11150101,0.101349056,0.16500306,0.14520925,0.13210636,0.08385751,0.14369732,0.039207578,0.001570344,0.12257916,0.11954057,0.13714078,0.09911126,0.15998018,0.04984826,0.09898177,0.15280107,0.124803305,0.12860504,0.15322527,0.14960891,0.10182765,0.14474773,0.16660249,0.107382685,0.10606974,0.17441028,0.12062296,0.17167121,0.0029136539,0.054806888,0.11055875,0.0676862,0.13483614,0.16043952,0.18400198,0.04855746,0.124280095,0.16720802
0.01994071,0.030627131,0.044155836,0.058514655,0.046667814,0.026815593,0.042491734,0.02954185,0.04287517,0.028096735,0.03286946,0.05025494,0.032843232,0.02549225,0.07027075,0.042666256,0.07630807,0.044947505,0.04144746,0.06426948,0.038816392,0.0402202,0.06879634,0.077577144,0.031695306,0.039023697,0.060837865,0.052001357,0.030777156,0.07266474,0.050263584,0.044575155,0.062515855,0.049585164,0.034675658,0.05354196,0.06636673,0.038863838,0.046986043,0.07570639,0.06888503,0.056946814,0.0453282,0.05449307,0.077418685,0.0533877,0.070192456,0.06675047,0.054922104,0.087629646,0.07201871,0.051154077,0.03462529,0.06279057,0.034977973,0.05505246,0.03827089,0.0683516,0.06764376,0.042341888,0.059895217,0.045861185,0.06702888,0.044127166,0.061671913,0.058302164,0.038425446,0.053545058,0.046413958,0.051730216,0.031967342,0.043486536,0.037870765,0.049843132,0.06806132,0.05214131,0.03973955,0.07534689,0.025030613,0.059541523,0.046196103,0.059641063,0.039990067,0.07140076,0.0707224,0.056194007,0.0373109,0.08377805,0.05380428,0.05025959,0.059890807,0.070938975,0.03832096,0.03935641,0.07515833,0.07934129,0.07067886,0.04735893,0.07546908,0.06115508,0.068460286
0.020853072,0.06646219,0.060289502,0.052393496,0.060913384,0.07179916,0.07880816,0.040415585,0.07046831,0.05697173,0.048273265,0.065813065,0.0397529,0.047610283,0.03230226,0.034234405,0.037286162,0.060108006,0.076701164,0.03578061,0.07494646,0.04052961,0.06641832,0.062499464,0.08903512,0.021448433,0.06270653,0.04959035,0.063474536,0.016216278,0.06940234,0.058600485,0.038047493,0.06372994,0.052014768,0.04658556,0.044480085,0.0849244,0.06731367,0.06249404,0.038172722,0.07121611,0.067622244,0.058508933,0.06421864,0.045977294,0.045149267,0.05581528,0.04462713,0.06524652,0.05526173,0.048678935,0.059241354,0.050851405,0.079965055,0.051072955,0.025764763,0.048016608,0.07313231,0.041676104,0.06572133,0.06430286,0.0848394,0.051684976,0.010629296,0.06747025,0.03538257,0.063061416,0.04004246,0.048970282,0.07275611,0.04140073,0.08131915,0.08831084,0.04672128,0.061659217,0.046492815,0.04057342,0.063684344,0.05856335,0.030346751,0.0543406,0.04622215,0.052885354,0.045764863,0.041288435,0.045120776,0.04338771,0.066860914,0.063124895,0.03807044,0.042230904,0.06858748,0.07877743,0.039897025,0.014033079,0.03330481,0.0462386,0.041264594,0.034782887,0.03200859
0.020973964,0.022164226,0.16565448,0.14003438,0.16726258,0.13535297,0.115100324,0.09954357,0.100150794,0.10513508,0.05403781,0.05901915,0.10810867,0.013141811,0.1526478,0.04700601,0.12301731,0.16250375,0.07151806,0.16015199,0.1501526,0.12353653,0.13381165,0.16208345,0.067969084,0.047804773,0.12219095,0.0943948,0.15640247,0.11009669,0.04676479,0.08386344,0.06637102,0.10601145,0.16787246,0.07915825,0.16118541,0.14845866,0.11365497,0.059614003,0.10829979,0.15424302,0.07431358,0.110589504,0.122865796,0.02222246,0.09599942,0.049151897,0.09005433,0.13260931,0.120732754,0.113122225,0.056120276,0.09739512,0.042714655,0.16198617,0.04371959,0.10132134,0.0359509,0.018009841,0.048458755,0.11641163,0.0743528,0.1089018,0.096309066,0.1362283,0.06410527,0.12800041,0.1143986,0.18581837,0.15850028,9.9003315e-05,0.12110597,0.066716254,0.05823326,0.12756443,0.08487153,0.14781511,0.16592589,0.16127264,0.048221827,0.046099365,0.116969645,0.15336096,0.00639081,0.13441718,0.02000457,0.04016924,0.109873325,0.17773691,0.05235654,0.13069361,0.04359895,0.04340321,0.18463776,0.031626046,0.14016262,0.07916865,0.12860554,0.07960719,0.12212071
0.020993067,0.080644995,0.05382681,0.0358029,0.0313614,0.042155325,0.06015241,0.094210446,0.059776843,0.053263783,0.05162096,0.049497724,0.05808127,0.07411468,0.032485127,0.06366271,0.04130447,0.037069976,0.06927931,0.04677093,0.045596182,0.07369113,0.05104351,0.032778263,0.050929725,0.032676995,0.05979818,0.04573375,0.0422256,0.0466069,0.07487106,0.10106915,0.050562143,0.07728922,0.07578114,0.050821602,0.044292033,0.06598657,0.050406456,0.06442666,0.048448205,0.048525274,0.064368844,0.04725945,0.04207772,0.055372894,0.024513245,0.06504947,0.043842614,0.04681641,0.05424583,0.051356554,0.06340939,0.045967102,0.08478525,0.039706767,0.04177779,0.07423234,0.06428045,0.043669224,0.034578204,0.03590566,0.04220593,0.017019391,0.07168919,0.021652997,0.07535723,0.079826534,0.064852715,0.036819458,0.04390496,0.061146975,0.070277244,0.06496894,0.051304102,0.043898225,0.028623402,0.032885015,0.069880456,0.0374164,0.05618,0.04861033,0.08884022,0.069022745,0.05810231,0.06433779,0.072497964,0.047694862,0.040026665,0.058953702,0.04917687,0.038377225,0.034731567,0.04647106,0.016910493,0.067065895,0.06684607,0.065026045,0.056137025,0.027741075,0.05096692
0.0257245,0.060330927,0.05603236,0.04555434,0.066931844,0.061775386,0.06406838,0.04290384,0.022575796,0.060106695,0.0677886,0.065488964,0.056276202,0.088703126,0.052823365,0.088632286,0.025365293,0.06017369,0.050480545,0.055626094,0.044924974,0.07181829,0.018904984,0.057539284,0.037009954,0.049478948,0.039652467,0.05832064,0.055530608,0.06957817,0.0069104433,0.034763515,0.064711094,0.055684984,0.056263506,0.039984167,0.042770684,0.07111043,0.057845652,0.0687865,0.044956744,0.08749011,0.048833847,0.06146604,0.06519705,0.031858504,0.04956919,0.03813678,0.0929746,0.028288007,0.06613964,0.035828352,0.06279093,0.045666575,0.05726838,0.07500148,0.056480587,0.08374661,0.042338133,0.08391303,0.03915894,0.06271452,0.07310158,0.062589884,0.040370405,0.036792636,0.06908867,0.06718463,0.043423474,0.0753099,0.062895834,0.06212014,0.06346035,0.07248193,0.02670592,0.051951826,0.048556507,0.04478544,0.06526804,0.06890309,0.058511555,0.058740556,0.06686145,0.072433084,0.03526169,0.070345044,0.09938675,0.057765603,0.0480873,0.034261286,0.032820165,0.034659326,0.00080013275,0.007057488,0.06493765,0.014437079,0.07079631,0.06526852,0.05719179,0.030632854,0.072723806
0.028649542,0.038518548,0.06773281,0.057942867,0.069474906,0.03620702,0.052239954,0.025832832,0.044540584,0.043094575,0.032379925,0.05149114,0.073985934,0.08479935,0.06817865,0.032506764,0.041401803,0.054716468,0.05707097,0.05238825,0.043869317,0.035315454,0.059451938,0.03027767,0.062690735,0.047754884,0.066054165,0.033554792,0.03865087,0.049897015,0.05217296,0.06494117,0.039845526,0.021679997,0.04280299,0.04828018,0.06955615,0.07003504,0.07498205,0.07598519,0.07727867,0.07319543,0.03904903,0.02753514,0.06807977,0.08381149,0.04308176,0.04669231,0.060287654,0.06733328,0.06384581,0.06667641,0.0757336,0.027105927,0.07283422,0.063845456,0.05575764,0.038962603,0.06589866,0.04515606,0.077159464,0.023729742,0.08201167,0.06108296,0.053167105,0.0359506,0.0525409,0.07444656,0.0377751,0.02273184,0.08144307,0.045695662,0.029768407,0.04172039,0.052392066,0.047660828,0.060934484,0.058257878,0.058889806,0.056872785,0.034317434,0.03718102,0.057326376,0.050533652,0.079597294,0.047485054,0.02599889,0.05332619,0.05541438,0.045355022,0.06267154,0.009078205,0.03389734,0.0421288,0.053711712,0.077872574,0.039349794,0.03947407,0.059203923,0.037361562,0.048039913
0.02883647,0.0527125,0.058607638,0.037641287,0.041740954,0.06369275,0.069453,0.07630873,0.043330908,0.03664583,0.05910462,0.05737871,0.06441605,0.066453755,0.043539762,0.048398614,0.059936404,0.06474584,0.05855435,0.038401723,0.07587576,0.046932757,0.06897837,0.061285377,0.06514102,0.07382548,0.0634861,0.053704917,0.04660487,0.075709164,0.076007724,0.040082633,0.07110155,0.066515505,0.048353136,0.047191024,0.018079579,0.06417674,0.039422333,0.07330349,0.03442782,0.06681654,0.05266881,0.077521145,0.035918355,0.0774315,0.059268534,0.05430615,0.029617071,0.02647537,0.04161352,0.06573582,0.06563786,0.036108017,0.053309143,0.039665878,0.046584666,0.05926436,0.03704965,0.044936657,0.035951793,0.06553149,0.03231263,0.05733937,0.035158098,0.030659378,0.04420197,0.072757155,0.042269886,0.052182496,0.04718387,0.045933425,0.047935426,0.08338922,0.02765876,0.05249071,0.030692995,0.031650364,0.051380217,0.082812786,0.053257227,0.036159933,0.04452586,0.044985592,0.08027494,0.075957954,0.04301268,0.059379637,0.043961465,0.043545544,0.0426386,0.071926534,0.045038164,0.019575715,0.056372464,0.06476128,0.06152767,0.04647273,0.055226862,0.08640972,0.043911576
0.028899588,0.048066318,0.039883077,0.040498435,0.054582834,0.042800605,0.056346476,0.04800421,0.051819563,0.06162238,0.063973665,0.0061027408,0.07795411,0.044598937,0.06817275,0.041069865,0.016297758,0.0488832,0.040322363,0.10483658,0.04374093,0.039133668,0.07056224,0.06171727,0.061652005,0.07997149,0.0916895,0.032078803,0.05179572,0.08448383,0.07484844,0.06756914,0.03800118,0.08215368,0.100827396,0.059617817,0.065330714,0.1011883,0.07434851,0.07426679,0.044840813,0.029055417,0.034481406,0.054367483,0.100016475,0.052217305,0.06378716,0.036295712,0.06325477,0.037516773,0.07091278,0.07340512,0.029226482,0.04958856,0.029476225,0.027299583,0.078784615,0.037399292,0.065408826,0.10765439,0.06324613,0.036046743,0.019185245,0.07312611,0.082591176,0.08439401,0.007112682,0.06164533,0.031719744,0.07018912,0.034549236,0.05600828,0.050144613,0.033474624,0.038131535,0.068208635,0.03587705,0.072383285,0.09912974,0.035700977,0.05747652,0.053593576,0.07681173,0.064888716,0.0712055,0.063896835,0.05527383,0.04047686,0.10881773,0.07017869,0.062268376,0.061410844,0.048417866,0.039907634,0.043108463,0.042900383,0.059750915,0.074891806,0.04387164,0.05650139,0.047426224
0.030164642,0.06620711,0.06855959,0.03023249,0.065170705,0.04166287,0.04876566,0.057400525,0.0012176633,0.050150156,0.058166385,0.055267215,0.048087835,0.056202948,0.06482488,0.06969285,0.013903379,0.07704538,0.050955355,0.07595086,0.055261374,0.06815401,0.045877278,0.052517056,0.03423065,0.050497472,0.024796307,0.060150385,0.032864153,0.031965673,0.0593096,0.08248082,0.0394153,0.07188314,0.042048275,0.046708524,0.05971974,0.031333387,0.055559754,0.06535655,0.029819548,0.052734196,0.04687947,0.06584805,0.06603399,0.070611656,0.02344954,0.05404514,0.044885755,0.04758799,0.048247695,0.07442844,0.071144134,0.073714375,0.03344053,0.076974094,0.050309837,0.051314533,0.07045379,0.06965494,0.045323253,0.045696557,0.06328744,0.07215738,0.04377359,0.04147023,0.061053693,0.046888888,0.07164514,0.03833437,0.058376253,0.057640135,0.06459111,0.079684734,0.027617931,0.025802433,0.04153949,0.07092595,0.034558713,0.051645815,0.05919087,0.070201755,0.079407364,0.05910951,0.055758297,0.030855894,0.06543976,0.046574175,0.05709696,0.07869434,0.032674134,0.04842657,0.07501939,0.044360816,0.06512493,0.040192008,0.032872736,0.034811676,0.07338148,0.07482469,0.04288608
