id_A,id_B,smiles_A,smiles_B,chain_size,xx,yy,zz,static_polarizability,type
129773825,13317299,C=CC(=O)OCC1=CC=C(C=C1)C(=O)C2=CC=CC=C2,CCOC(=O)/C=C/C1=CC(=C(C=C1[N+](=O)[O-])OC)OC,1,326.464335239,245.711483652,313.309307985,295.1617089586666,copoly
53486487,54479989,CC1=C(SC=N1)/C=C(\CN2C=NC=N2)/C(=O)OC,CCOC(=O)C=CC1=C(C=NN1C2=C(C(=C(C=C2)Cl)Cl)Cl)C#N,1,232.728191671,362.226868935,290.377662586,295.11090773066667,copoly
6443010,129846645,COC1=CC(=C(C=C1)OC)/C=C/C(=O)OC,CN(C)C(=[N+](C)C)N.C=CC(=O)[O-],1,150.16791449,208.151462966,221.170027794,193.16313508333334,copoly
10654569,201471,COC(=O)/C=C\C1=CN=CC=C1,CCOC(=O)C=CC1=CC=C(C=C1)Cl,1,196.696652523,238.410709389,92.7427871702,175.95004969406668,copoly
68295293,89843276,COC(=O)/C=C/C1=CN(N=C1)CCOC2=CC=CC=C2,CCOC(=O)/C=C/C1=CC2=C(C=C1)N=C(N(C2=O)C3=CC=CC=C3)C,1,265.594948137,344.855294945,449.422301561,353.2908482143334,copoly
12699265,70131010,CC(=O)N1C=C(C2=CC=CC=C21)/C=C/C(=O)OC,CCOC1=CC2=C(C=C1)C=CN2C(=CO)C(=O)OC,1,304.950523601,243.265001748,276.667705762,274.961077037,copoly
53967443,123134774,CCCCC(CC)CC1=C(OC=C1)OC(=O)C=C,CC(C)(C)OC(=O)/C(=C/C1=CC=CC=N1)/C#N,1,236.246437887,249.920593547,259.37807156,248.51503433133334,copoly
131726680,16870189,CC1=C(SC=C1)/C=C(/C(=O)OC)\NC(=O)OCC2=CC=CC=C2,C1OC2=C(O1)C=C(C=C2)/C=C\C(=O)OCC3=NOC(=C3)C4=CC=CS4,1,442.500441511,301.378411547,332.692893718,358.85724892533335,copoly
6390914,86671497,CCOC(=O)/C(=C\C1=CNC2=CC=CC=C21)/NC(=O)C,CCOC(=O)/C=C/C1=CSC=C1C2=C(C=C(C=C2)C#N)C,1,295.864285209,346.235565561,270.398768902,304.1662065573333,copoly
70131010,91675710,CCOC1=CC2=C(C=C1)C=CN2C(=CO)C(=O)OC,COC1=CC(=C(C=C1)C2=CC=C(O2)/C=C/C(=O)OC)[N+](=O)[O-],1,283.605147249,334.68470562,292.178873482,303.48957545033335,copoly
21727128,76764608,C=CC(=O)OCCC1CO1,COC1=C(C=CC(=C1)/C=C/C(=O)OCC(C2=CC=C(C=C2)O)O)O,1,171.927870792,218.548901405,288.118725516,226.19849923766665,copoly
19979416,56737000,CC1(CC(CC(N1OC)(C)C)OC(=O)C=C)C,CCOC1=CC(=C(C=C1)C2=CC=C(O2)/C=C/C(=O)OC)[N+](=O)[O-],1,405.851800889,206.823397805,292.347091258,301.6740966506667,copoly
10330602,92859239,COC(=O)/C=C/C1=CC(=C(C=C1)O)C=O,CC(=O)N/C(=C\C1=C(C=CC(=C1)F)F)/C(=O)OC,1,221.876473512,223.87641911,195.325866277,213.69291963299997,copoly
27134,733990,CCSCCOC(=O)C=C,COC(=O)/C(=C/C1=CC=C(C=C1)O)/C#N,1,169.698220364,159.10983344,186.805604091,171.87121929833333,copoly
85617,5373049,C=CC(=O)OC1CCCC1,CCOC(=O)/C=C/C1=CC=CC=C1F,1,198.130068338,141.877406805,149.350479377,163.1193181733333,copoly
145708151,733990,CCOC(=O)/C=C/C1=C(C=NC=C1)F,COC(=O)/C(=C/C1=CC=C(C=C1)O)/C#N,1,209.439550286,138.083553645,200.683997734,182.735700555,copoly
131733902,2165079,CCOC(=O)C=CC1=C(C=CC(=C1)OCC2=CC=CC=C2)C,CC(C)C1=NN=C(S1)NC(=O)COC(=O)/C=C/C2=CC=C(C=C2)[N+](=O)[O-],1,403.565157403,371.976990915,279.479220726,351.67378968133335,copoly
23688,14496496,CCCCOCCOC(=O)C=C,CCOC(=O)CCOC(=O)C=C,1,138.255919447,173.644514781,156.519776635,156.14007028766665,copoly
62012,67499726,CCCCCCCCC(C)OC(=O)C=C,CCOC(=O)C=CC1=C(C=CC(=C1)F)OC,1,216.90877937,243.704478693,192.995902399,217.869720154,copoly
15169532,123915633,CC1=C(C=CC=N1)/C=C/C(=O)OC,COC(=O)C=CC1=C(C=C(C=N1)Cl)N,1,218.811205395,118.886243531,224.778455217,187.49196804766666,copoly
1714290,53739964,CCOC(=O)C(=C(SC)SC)N1C(=C(C(=N1)C)C=O)Cl,COC(=O)C(=CN1CCCC1)C(=O)C2=CC(=C(C=C2Cl)Cl)F,1,342.369723205,358.673288018,273.858503584,324.96717160233334,copoly
129854601,2131501,CCCCCCCCOC(=O)CCOC(=O)C=C,C1=CC(=CN=C1)C(=O)NCCOC(=O)/C=C/C2=CC=CO2,1,254.902539838,259.822238812,270.821674839,261.84881782966664,copoly
169408933,86671497,C[C@@]12CCC=C[C@@]1(OC(=O)C2)/C=C/C(=O)OC,CCOC(=O)/C=C/C1=CSC=C1C2=C(C=C(C=C2)C#N)C,1,312.336428592,285.1098444,242.644451053,280.03024134833333,copoly
10726051,5373049,COC(=O)/C=C/C1=CC=C(O1)C=O,CCOC(=O)/C=C/C1=CC=CC=C1F,1,244.642427636,121.432596681,169.7650264,178.61335023900003,copoly
129846645,68295138,CN(C)C(=[N+](C)C)N.C=CC(=O)[O-],CCOC(=O)/C=C/C1=CC(=NC=C1)C(F)(F)F,1,179.554912522,294.163302424,168.607645477,214.108620141,copoly
6537093,760036,CCCOC(=O)/C=C/C1=CC=CO1,CCN1C2=CC=CC=C2C(=C1OCC)/C=C(\C#N)/C(=O)OCC,1,235.587118526,258.090628132,278.874842536,257.51752973133335,copoly
17245066,124581931,CC1=CC=CC=C1COC2=CC=C(C=C2)/C=C/C(=O)OC,CO/C=C(/C1=CC=CC=C1OC2=CC(=O)NC=N2)\C(=O)OC,1,265.975932744,337.808884353,333.895735134,312.560184077,copoly
77920,74333106,CC(C)CCOC(=O)C=C,CCOC(=O)C=CC1=CC=CC=C1I,1,221.85833543,198.758943465,130.549974699,183.72241786466668,copoly
131700034,86671497,COC(=O)C(=C)C1=CC(=CC=C1)I,CCOC(=O)/C=C/C1=CSC=C1C2=C(C=C(C=C2)C#N)C,1,253.460963865,281.137415571,275.991705226,270.1966948873333,copoly
17841663,18718363,C=CC(=O)OC12CCC(C1)C=C2,C=CC(=O)OCCN1C(=O)C=CC1=O,1,197.667764866,177.300278399,125.105991657,166.691344974,copoly
86661403,681283,C=CCOCC(=C)C(=O)[O-],COC(=O)/C(=C/C1=CC=CC=C1[N+](=O)[O-])/C#N,1,180.564586514,179.26201542,173.347177146,177.72459302666667,copoly
169408933,91684832,C[C@@]12CCC=C[C@@]1(OC(=O)C2)/C=C/C(=O)OC,CCOC(=O)/C=C/C1=CC(=C(C=C1)OCC2=C(C=C(C=C2)F)Cl)I,1,325.2927066,276.8917249,291.375845519,297.853425673,copoly
