id,smiles,chain_size,xx,yy,zz,static_polarizability
10193306,C=CC(=O)OC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,2,621.40246419,614.000900477,435.799269522,557.0675447296667
67806709,COC(=O)/C=C/C1=CN=CS1,1,175.949168312,122.002749745,149.220779918,149.05756599166668
11196821,CC(C)(C)OC(=O)/C=C/C1=CC(=CC=C1)Br,2,541.198995258,461.826773828,436.983602156,480.00312374733335
91809581,CCOC(=O)/C=C/C1=NC=CC(=C1)F,1,149.743327393,215.083435041,180.931335397,181.91936594366666
19578502,CCOC(=O)/C(=C/C1=CC=C(O1)C2=CC=C(C=C2)Br)/C(=O)C3=CC=CC=C3,0,245.487975397,170.234694447,339.036279808,251.58631655066668
44570633,CC(C)OC(=O)/C=C/C1=CC(=O)C(=CO1)O,2,408.175618204,430.77689937,382.069581814,407.00736646266665
86636091,CCOC(=O)/C=C/C1=C2CCC(CN2C3=CC=CC=C31)N(C)S(=O)(=O)C4=CC=C(C=C4)F,0,220.291464462,279.226828624,284.725275748,261.41452294466666
17138302,COC1=CC=CC(=C1)N/C=C(\C#N)/C(=O)OC,2,436.710338019,510.02093878,451.490504813,466.073927204
75527652,CCOC1=CC=C(C=C1)S(=O)(=O)/C(=C\NC2=CC3=C(C=C2)OCO3)/C(=O)OC,0,213.79038637,355.156110811,162.729537968,243.89201171633331
68034088,CCOC(=O)/C(=C\N(C)C)/N1C=C(N=N1)C#N,2,394.591670304,522.768223851,441.028779367,452.79622450733336
11275754,C=CC(=O)OCC1=CC2=C(C=C1)OCO2,2,520.437756618,420.931123968,282.333311631,407.900730739
137332434,COC(=O)C(=CC1=CC=C(C=C1)C2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3,1,382.813930014,483.673605404,499.135981163,455.2078388603333
86758338,CC(C1=CC=CC=C1C(=COC)C(=O)OC)ON=CC(=NOC)C=C(C)C,2,767.716214927,853.976692477,1000.01869493,873.9038674446666
68920748,CC(=CC1=CN(C(=C1)C=CC(=O)OC)C2=C(C=C(C=C2)Cl)C(=O)C3=C(C(=CC=C3)OC)OC)C,2,968.769481194,1264.88858999,1193.47877071,1142.378947298
86649538,CC1=C(C(CCC12SCCS2)(C)C)/C=C/C(=O)OC,1,293.276774554,378.71105498,269.771302749,313.919710761
17138280,COC(=O)/C(=C/NC1=CC=C(C=C1)F)/C#N,1,211.200187903,175.526046953,252.22415846,212.9834644386667
57438580,CCCOC1=NN(C(=C1)/C=C/C(=O)OCC)CC2=CC=CC=C2,1,302.718058049,344.714935864,354.03557694,333.822856951
75527639,COC1=CC=C(C=C1)S(=O)(=O)/C(=C\NC2=CC=CC=C2)/C(=O)OC,1,461.063710737,267.083081586,406.040108942,378.06230042166663
132276613,C=CC(=O)OC1=CC2=C(C=C1)C=C(C(=O)O2)C#N,0,98.3196209263,86.8706489552,263.298188373,149.4961527515
6374457,CCOC(=O)/C(=C\C1=CC=NC=C1)/C(=O)C2=CC=CC=C2,0,273.631168291,90.223912795,143.705666087,169.18691572433332
53748468,COC(=O)C=CC(=S)C1=CC=C(C=C1)C2=CC=CC=C2,0,221.69775171,80.6987503417,311.215986261,204.53749610423333
68922153,CC(C)CC1=CC=C(N1C2=C(C=C(C=C2)Cl)C(=O)C3=C(C(=CC=C3)OC)OC)C=CC(=O)OC,2,949.968798295,1138.52471304,1073.72326914,1054.0722601583334
44438067,CCCCCCCCOC1=CC=C(C=C1)NC(=O)C(CCCN)NC(=O)[C@@]2(C[C@H]([C@H]([C@@H](C2)OC(=O)/C=C/C3=CC(=C(C=C3)O)O)O)O)O,1,661.917953493,684.930290579,721.913711355,689.5873184756666
18325639,CCCNCCOC(=O)C=C,0,76.0949412429,80.7348821869,65.8181147238,74.21597938453333
163203505,CCC1=NC2=C(N1CC3=CC=C(C=C3)/C=C/C(=O)OC)C(=CC(=N2)C)C,1,404.952320735,374.359343974,448.198919149,409.17019461933336
86626079,CCO/C(=C\C1=CC=C(C=C1)C2=CC(=CC=C2)NC)/C(=O)OCC,0,219.838009306,172.074306705,320.005399347,237.30590511933335
66525218,CC1=C(C=C(C=C1)[N+](=O)[O-])C2=CC=C(O2)/C=C/C(=O)OC,1,407.641003066,284.790891318,260.85662274,317.76283904133334
14999341,CC1=CC(=CC(=C1/C=C(/C(=O)OC)\NC(=O)C)C)OC(=O)C,1,338.507103749,281.722982038,324.583859306,314.93798169766666
53424249,CCOC(=O)C=CC1=CC=C(C=C1)C(C)(C)C,1,280.043241001,289.927557441,216.124392802,262.03173041466664
138455323,CC1(CC(=CC(N1O)(C)C)COC(=O)/C=C/C2=CC(=C(C=C2)O)O)C,0,302.108195205,156.867165968,144.259742423,201.07836786533335
5709211,CN1C(=C(C(=N1)C(F)(F)F)/C=C/C(=O)OC2=CC=C(C=C2)C(F)(F)F)Cl,0,187.564559753,263.412951564,67.4271447919,172.8015520363
86621232,CCOC(=O)/C=C/C1=C(N=C(N=C1C(C)C)N(C)S(=O)(=O)C)C2=CC=C(C=C2)F,0,312.76875502,191.052544839,242.065420602,248.62890682033333
44255843,C1=CC=C(C=C1)/C=C/C(=O)OCC2=CN(N=N2)CCOC(=O)/C=C/C3=CC(=C(C=C3)O)O,1,517.141631922,413.329367491,429.223929991,453.2316431346667
58319377,CCOC(=O)/C(=C(/C1=C(C(=CS1)C)Cl)\N[C@H](C)C(=O)NC)/C#N,2,697.234195748,851.994467733,656.20381953,735.1441610036667
6450916,CCOC(=O)/C=C/C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)F,2,696.607171429,546.457101131,523.038158062,588.7008102073333
135518211,CCOC(=O)/C(=C(\C(F)(F)F)/O)/C=NC1=C(SC(=C1)C(C)(C)C)C(=O)N,1,455.667314907,270.396855614,406.34627753,377.4701493503333
12760150,CC(C)(C)C1=CC=C(C=C1)/C=C/C(=O)OC,0,122.35344129,90.5454384579,217.775829084,143.5582362773
11807425,CCOC1=CC=CC(=C1)N/C=C(\C#N)/C(=O)OCC,0,149.492872402,149.50395931,187.593938003,162.19692323833334
91687048,C#CCOC(=O)/C=C/C1=CC(=C(C(=C1)Cl)Cl)[N+](=O)[O-],2,548.390847645,608.243864834,422.780754053,526.4718221773334
4582075,CC1=C(C=CC(=C1)N=NC2=CC=C(C=C2)N=NC3=CC=CC=C3)OC(=O)C=C,0,345.336485178,181.07688856,308.706223637,278.373199125
90135387,CN1C(=NC(=N1)N2CCCC2)/C=C/C(=O)OC,0,185.256657432,110.301106788,131.661377195,142.40638047166667
1781735,COC1=CC=CC=C1C(=O)N/C(=C/C2=CC3=C(C=C2)OCO3)/C(=O)OCC=C,1,460.157480641,345.787664064,420.604274948,408.84980655100003
23648078,CCCCCCOC(=O)C1=CC=CC=C1OC(=O)C=C,0,154.998713762,111.656135362,168.441889287,145.03224613700002
91684828,C=CCOC(=O)/C=C/C1=CC(=C(C=C1)OCC2=C(C=C(C=C2)F)Cl)Br,1,356.239221395,400.179273972,406.559609541,387.6593683026667
53916769,CCOC=C(C(=O)C1=C(C=C(C=C1)I)Cl)C(=O)OCC,0,266.001694198,159.161683796,90.1454472314,171.76960840846667
91685637,COC1=C(C=C(C=C1)/C=C/C(=O)OCC=C)OCC2=CC=C(C=C2)[N+](=O)[O-],1,340.856091187,422.996523936,368.98804764,377.6135542543334
2239578,COC1=CC=C(C=C1)/C=C(\C#N)/C(=O)OCC2=CC(=CC=C2)Br,1,150.738912157,454.635798391,429.517275621,344.96399538966665
54686237,CCOC(=O)/C(=C(/C1=NC=CN=C1)\O)/C(=O)N,2,372.639238235,473.762378485,406.348326482,417.58331440066667
11745332,CC1(OC[C@H](O1)/C=C\C(=O)OC)C,2,322.983497802,337.664164618,319.665586842,326.77108308733335
69257851,CCOC(=O)/C(=C\NC1=C(C=C(C=C1)[N+](=O)[O-])C(F)(F)F)/C#N,1,293.807003813,260.815877322,296.072420352,283.5651004956666
131700026,CC(C)(C)OC(=O)C(=C)C1=CC(=CC=C1)F,0,125.812163971,64.4837668261,158.327292471,116.20774108936666
154574922,CC(=O)C1=C(C=C(C=C1)OC)OC(=O)/C=C/C2=CC(=C(C=C2)OC(=O)C)OC,2,849.047526584,763.086881613,847.822053985,819.985487394
54545595,CCOC(=O)C(=CC1=C(N(C2=CC=CC=C21)CC3=CC(=CC=C3)Cl)Cl)C#N,1,436.797705246,421.418676151,377.11191941,411.776100269
162344903,CCOC(=O)/C=C/C1=CC2=C(C=C1)N=C(C2(C)C)C,0,192.637116315,235.889103349,92.507338238,173.677852634
86756173,CC1=CC=C(C=C1)C2=CN=CC(=C2)/C=C/C(=O)OC,1,276.60541019,356.705533505,289.936233059,307.749058918
91685570,COC(=O)/C=C/C1=CC(=CC=C1)OCC2=CC=C(C=C2)[N+](=O)[O-],1,308.071480666,318.614020151,326.517414707,317.73430517466664
116843248,COC(=O)C(=C)C1=CC(=C(C=C1)F)Cl,1,221.772566341,131.102925794,239.888137825,197.5878766533333
67273242,COC1=C(C=CC(=C1)/C=C/C(=O)OC)OC(F)(F)F,1,260.219858221,274.118754312,139.041568801,224.4600604446667
71700001,CCOC(=O)/C=C/C1=C(C(=CC(=C1)N)Br)C,0,137.601298292,161.23591721,120.236947182,139.69138756133333
40453935,CC(C)COC(=O)/C(=C/C1=CC=C(C=C1)Cl)/NC(=O)C2=CC=CC=C2,0,221.278295607,201.144949734,222.981351886,215.13486574233332
69896839,CCCCOC(=O)C=CC1=CC=CS1,2,440.907502374,425.529292226,399.322605908,421.9198001693333
69257384,CCOC(=O)C(=CNC1=C(C=C(C=C1)[N+](=O)[O-])C(=O)N(C)C)C#N,0,107.057752464,264.750134566,196.185666,189.33118434333332
44754916,CCOC(=O)/C=C/C1=CC(=C(C=C1)F)F,0,190.692255987,98.0540318749,56.3494777701,115.03192187733333
13601177,CCOC(=O)/C=C/C1=CC=C(C=C1)C(C)(C)C,0,144.206623638,150.72572947,165.481098734,153.471150614
91685539,COC(=O)/C=C/C1=CC(=CC=C1)OCC2=C(C=C(C=C2)Cl)Cl,1,343.924904634,312.482931464,395.180216298,350.52935079866666
132560779,CCOC(=O)C(=C)N1C=NC2=C1N=CN=C2Cl,0,141.243758431,43.2495504941,179.197442159,121.23025036136666
122514381,CC(C)(C)OC(=O)/C=C/C1=CC=CC=C1NCC2=NC3=C(N2)C=C(C=C3)CCC(=O)OC,1,378.952710954,399.934332343,647.889764583,475.59226929333335
67538659,CCCCC(CC)COC(=O)/C=C/C1=CC=C(C=C1)OC[C@H]([C@@H]2C(=C(C(=O)O2)O)O)O,0,211.082736929,230.692833478,288.651243592,243.47560466633334
86596396,COC(=O)C(=CC1=CC(=CC=C1)C2OCCO2)N=[N+]=[N-],1,291.922549401,263.281203218,244.10123947,266.434997363
68817431,CCOC(=O)/C=C/C1=CC=C(C=C1)CN2CCCC2,2,644.67100259,597.443160569,438.87142852,560.3285305596665
68684918,CCOC(=O)C=C(C1=CC=C(C=C1)OC2CCCCO2)C3=CN=CO3,1,394.37094521,325.501409469,326.66369834,348.8453510063334
53337048,CCC1=CC=C(C=C1)N/C=C(\C(=O)OC)/S(=O)(=O)C2=CC=C(C=C2)F,0,241.358032159,220.564436462,186.992533585,216.30500073533335
155896344,CCOC1=C(C=CC(=C1)C=CC(=O)OCC)OC,1,330.233970316,150.11327397,323.112414081,267.81988612233334
67460813,COC(=O)/C=C\[C@H]1COC[C@H](N1C(=O)CC=C)C2=CC=C(C=C2)Cl,1,273.358581528,372.421059347,398.254252429,348.011297768
13045446,COC(=O)/C=C/C1=C(C=CC=C1Cl)Cl,0,198.882835353,140.762541373,15.3533531532,118.33290995973333
1781608,COC(=O)/C(=C/C1=CC=C(C=C1)/C=C(\NC(=O)C2=CC=CC=C2)/C(=O)OC)/NC(=O)C3=CC=CC=C3,0,276.46346998,258.052546934,440.519307283,325.0117747323333
23576933,C=CC(=O)OCCC(=O)CCCC[C@H]1[C@@H]2[C@H](CS1)NC(=O)N2,1,287.047345901,303.384068733,319.13250187,303.187972168
142614178,CC1=CC(=C(C=C1)/C=C/C(=O)OC)O,1,191.897190468,190.849481406,220.111534075,200.95273531633333
12235566,CCOC(=O)/C=C/C1=CC(=C(C=C1)OC)Cl,2,482.570144075,499.208622389,456.658917782,479.479228082
726337,CCOC(=O)/C(=C/C1=CC=C(O1)C2=CC=C(C=C2)F)/C#N,1,265.404506731,310.31664488,344.651496437,306.7908826826667
6476075,C1[C@@H]([C@H](C(=O)O1)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)OC(=O)/C=C/C3=CC(=C(C=C3)O)O,0,344.524463339,266.60308721,163.523830974,258.21712717433337
639718,COC(=O)/C=C/C1=CSN=C1Br,0,158.516946983,125.094811107,26.8741254697,103.49529451989999
53667001,COC(=O)C=CC1=CCCC2(C1)OCCO2,2,452.854371756,430.860529358,395.045640983,426.25351403233327
169408934,CCCCOC(=O)/C=C/[C@]12C=CCC[C@]1(CC(=O)O2)CCC,2,623.502899247,594.59689287,638.084754584,618.7281822336668
27282087,C=CC(=O)OCCCCC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],0,98.3674257128,165.035953656,146.55498408,136.65278781626668
5782644,CC1=CC(=CC=C1)OC2=C(C(=O)N3C=CC=CC3=N2)/C=C(\C#N)/C(=O)OC,2,1013.66789234,759.058676046,700.499037616,824.408535334
2767238,COC1=CC=C(C=C1)N/C=C(/C2=CN(C3=CC=CC=C32)C4=C(C=C(C=N4)C(F)(F)F)Cl)\C(=O)OC,0,364.866254127,143.50271864,480.877288362,329.7487537096667
131732884,COC(=O)C(=CNNC1=NC=C(C=C1)C(=O)NCC2=CC=CC=C2)C3=CC=CC=N3,1,514.985965196,435.865287633,406.870000822,452.57375121700005
91685227,CCOC(=O)/C=C/C1=CC(=C(C(=C1)I)OCC2=C(C=C(C=C2)F)Cl)OC,1,521.469237948,249.302576462,421.296303112,397.356039174
117719361,C[C@@H]1CC2=C([C@@H](N1CC=C)C3=CC=C(C=C3)/C=C/C(=O)OC)NC4=CC=CC=C24,1,426.808340941,491.492556223,508.1102976,475.47039825466663
69922998,CCOC(=O)C=CC1=C(C=C(C=C1)C#N)OCCNC(=O)C2CCN(CC2)C3=CC=NC=C3,0,262.565962543,162.77951197,370.627136596,265.324203703
10947477,CC(C)(C)OC(=O)/C=C/C1=CC=CC=C1I,1,257.627725809,286.705197129,220.648638628,254.99385385533333
1491233,COC(=O)/C=C/C1=CC2=C(C=C1)C=C(C=C2)OCC3=CC=CC=C3,2,651.570555429,766.770353971,859.218195859,759.1863684196666
91685272,CCOC(=O)/C=C/C1=CC(=C(C=C1)OCC2=CC=C(C=C2)Br)OC,2,744.346786333,736.696375601,828.565386607,769.8695161803333
132471471,CCOC(=O)/C=C\SC1=NN=NN1C2=CC=CC=C2,1,295.550964469,271.053212603,302.579970555,289.72804920900006
117666949,CCC1=C(N=C(C(=N1)C(=O)N)NC2=CC=C(C=C2)N3CCN([C@@H](C3)COC(=O)C=C)C)OC4=CC=CC(=C4)NC(=O)C=C,1,654.73639004,604.271187877,848.398415407,702.4686644413333
167993407,C1CN(CCC1C2=CC=CC=C2)CC(C3=CC=C(C=C3)Cl)OC(=O)/C=C/C4=CC(=CC=C4)C(F)(F)F,1,579.427480552,541.21023682,447.735948169,522.791221847
117719334,C[C@@H](CN1C(C2=C(CC1(C)C)C3=CC=CC=C3N2)C4=C(C=C(C=C4F)/C=C/C(=O)OC)F)CF,1,502.131430435,554.456718127,449.499527566,502.02922537600006
58670120,CC(C)(C)OC(=O)NC1=C(N=C(C=C1)C2=CC=CC=C2)/C=C(/C(=O)OC)\NC(=O)OCC3=CC=CC=C3,1,604.616227424,465.895756615,610.980316676,560.4974335716666
86642715,CCCCS(=O)(=O)OC1=C(C=C(C=C1)C/C=C/C2=CC(=C(C=C2)/C=C/C(=O)OC)OCC3=CC=CC=C3)OC,1,688.432313268,392.651322837,863.811518364,648.298384823
91686066,C=CCOC(=O)/C=C/C1=CC(=C(C(=C1)Br)OCC2=CC=C(C=C2)Cl)Cl,2,750.113624775,850.78073761,796.519962167,799.138108184
129799664,CCOC(=O)/C=C/C1=C(C(=NC(=N1)C2=CC=C(C=C2)C)N)N,1,305.360666183,315.435317022,459.221197078,360.005726761
5716713,CCOC(=O)/C(=C/C1=CC=C(C=C1)SC)/C#N,0,212.554215229,58.2435416112,218.257319081,163.0183586404
921649,C1OC2=C(O1)C=C(C=C2)COC(=O)/C=C/C3=CC=CS3,1,396.065679861,242.859816414,238.522820755,292.48277234333335
91675687,COC1=C(C=C(C=C1)C2=CC=C(O2)/C=C/C(=O)OCC=C)[N+](=O)[O-],0,219.334496534,241.258070706,207.567450174,222.72000580466667
68489717,CCOC(=O)C=CC1=CC2=C(S1)C(=C3CCN(CC3)C)C4=CC=CC=C4CC2,1,424.924787845,482.22272208,513.35949458,473.50233483500006
117719341,C[C@@H]1CC2=C([C@H](N1C[C@H](C)CF)C3=CC=C(C=C3)/C=C/C(=O)OC)NC4=CC=CC=C24,2,973.84939269,993.521861635,935.00531828,967.4588575349999
86602516,CN1C(=C(C=N1)/C=C\C(=O)OC)C2=CC=C(C=C2)F,2,422.444867063,492.942965716,656.238199331,523.8753440366667
11228779,CCOC(=O)C(=C)O,2,196.206551085,198.321350485,184.734557989,193.08748651966667
44570636,COCCOCCOCCOC(=O)/C=C/C1=CC(=O)C(=CO1)O,0,254.59359783,166.973615238,74.4712975362,165.34617020139999
1239842,CC(=O)OC1=CC=C(C=C1)/C=C/C(=O)OC,0,117.914810024,69.9815622932,211.610931401,133.1691012394
102231057,CC1=CC=C(C=C1)S(=O)(=O)N2CC(C3=C2C=CC(=C3)/C=C/C(=O)OC(C)(C)C)(C)CI,1,548.52796528,549.349963819,525.378164132,541.0853644103335
14940602,CCOC(=O)/C=C/OCC1=CC=CC=C1,0,106.622355296,82.4423834346,151.249019775,113.43791950186666
61249,CC(COC(=O)C=C)O,2,237.906764493,202.04653091,235.014672006,224.9893224696667
11822819,CCOC(=O)/C=C/C1=C(C2=C(N1C)C=CC(=C2O)OC)C=O,2,612.647844886,663.280377984,687.241990123,654.3900709976666
166638315,C1=CC(=CC=C1CCOC(=O)/C=C/C2=CC(=C(C=C2)Cl)F)F,0,224.288916262,76.7467025553,217.997436506,173.0110184411
73356446,C/C(=C\COC1=CC=C(C=C1)/C=C/C(=O)OC)/CO,2,643.820768747,558.605028952,510.874109658,571.099969119
175023,CN(CCOC(=O)C=C)S(=O)(=O)CCC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,2,936.937299359,1074.07443665,1062.45500394,1024.4889133163333
20040534,COC(=O)C(=C)C(=O)Cl,1,107.55782349,117.68964885,105.349521751,110.19899803033333
101066389,CC(C)(C)OC(=O)C(=C)CCl,2,298.846416245,319.485014698,318.908488877,312.4133066066667
129713570,COC(=O)/C=C\C1=C(C=C(C=C1)F)CCl,1,179.682039844,190.31989928,255.450934323,208.484291149
122533952,CCOC(=O)/C=C/C1=CC=CC=C1N2CCN(C2=O)CC3=CC=C(C=C3)OC,1,498.159273488,385.537381717,344.385740453,409.36079855266667
6061753,CCOC(=O)/C(=C\C1=CC=CN1)/C(=O)C2=CC=CC=C2,1,253.042064697,336.263642055,264.214002154,284.50656963533334
86641763,COCCCOC1=CC=CC(=C1)C(=C(C(=O)OC)[N+]#[C-])Br,1,227.355059233,309.67350475,378.434046515,305.15420349933333
53739964,COC(=O)C(=CN1CCCC1)C(=O)C2=CC(=C(C=C2Cl)Cl)F,0,225.499960418,169.861246213,136.834273163,177.39849326466666
5943258,CCC(C)OC(=O)/C(=C/C1=CC=C(O1)C2=CC=C(C=C2)[N+](=O)[O-])/C#N,0,277.691892074,285.377294724,117.933548149,227.00091164900002
11625674,CCOC(=O)/C(=C/N(C)C)/C(=O)C1=CC(=C(C=C1F)F)I,1,363.028782697,307.499160239,236.8056814,302.44454144533336
53486493,COC(=O)/C(=C/C1=CC(=CC=C1)[N+](=O)[O-])/CN2C=NC=N2,2,647.329119922,396.801314559,580.481272572,541.5372356843333
91684787,C#CCOC(=O)/C=C/C1=CC(=C(C=C1)OCC2=C(C=C(C=C2)Cl)Cl)I,0,244.21382789,254.551198239,199.646733799,232.803919976
643006,COC1=C(C=CC(=C1)/C=C/C(=O)OC[C@H]2CCCN3[C@@H]2CCCC3)O,2,772.8824534,684.946219979,710.347175337,722.7252829053333
7174157,CCOC(=O)/C=C/C1=CC=C(O1)C2=CC=CC=C2Br,1,417.457786256,213.023444682,283.262324441,304.5811851263333
134693477,CCOC(=O)C=C(C1=C(OC(=C1)C(=O)OC)C)P(=O)(OCC)OCC,1,401.230945682,310.824164433,333.027630329,348.3609134813334
9834585,CCCCOC(=O)/C=C/C1=CC=C(C=C1)OC,2,577.319456247,355.555584152,570.308543028,501.0611944756667
1642864,CCCCC1=CC=C(C=C1)NC(=O)COC(=O)/C=C/C2=CC(=C(C=C2)Cl)Cl,2,892.317152915,784.345493598,972.86827996,883.176975491
86603651,CCOC(=O)/C=C/C1=CC(=C(N=C1)NC2CCN(CC2)CC3=CC=CC=C3)Cl,0,141.591214927,228.854289726,365.183844591,245.2097830813333
136360261,CCOC(=O)C(=C(C1=CC(=C(N=C1Cl)Cl)F)O)C=NC2CC2,1,369.21413135,249.826840517,341.543519524,320.1948304636667
10359249,CC(C)(C)OC(=O)/C=C/C1=CC=C(C=C1)I,1,227.575373833,281.411793245,278.840635325,262.60926746766665
57898985,CC1=CSC(=N1)NC2=NC=C(C(=C2)OC3=CC=CC4=CC=CC=C43)/C=C\C(=O)OC,2,1030.03925929,870.679923632,1164.81380245,1021.8443284573333
21888930,C=CC(=O)OOC1=CC=CC=C1,1,166.164678637,191.424378098,131.574122147,163.05439296066666
21871645,C=CC(=O)OC1=CC=CC(=C1)O,0,136.573288999,68.1526880375,45.8140915219,83.51335618613334
27282401,CC(=O)N/C(=C/C1=C(C=CC(=C1)F)F)/C(=O)OC,2,427.269209979,422.439531163,470.224141502,439.97762754800004
91684637,CCOC(=O)/C=C/C1=CC(=C(C=C1)OCC2=CC=CC=C2C)Br,2,700.695503591,827.667751529,643.71989912,724.02771808
86617645,CCOC(=O)/C=C/C1=C(C=C(C=C1)OCCOC)OC2CCCCC2,1,380.83326078,335.487029921,383.608544399,366.6429450333333
91684637,CCOC(=O)/C=C/C1=CC(=C(C=C1)OCC2=CC=CC=C2C)Br,1,344.087993391,437.316032333,310.500628655,363.96821812633334
11132889,CCOP(=O)(C(=C)C(=O)[O-])OCC.C1CCC(CC1)[NH2+]C2CCCCC2,0,183.20309123,166.715768021,218.618596526,189.512485259
134693460,CCOC(=O)C=C(C1=CC(=CO1)C(=O)OC)P(=O)(OCC)OCC,2,574.65755148,762.482329741,611.112384568,649.4174219296666
83764608,CCOC(=O)/C=C/C1=NC=CN=C1,1,135.243654854,176.97545841,195.690368017,169.303160427
66712653,COC(=O)C=CC1=C(C=CC=C1Cl)Cl,1,246.874305191,152.058193505,233.63178427,210.85476098866664
20780482,COC(=O)/C=C/C1=CC(=CC=C1)S(=O)(=O)NC2=CC=CC=C2,2,779.511322918,605.91422067,694.630609847,693.352051145
59242182,C[C@H](CNC(=O)OC(C)(C)C)NC1=NC=C(N=C1)/C=C/C(=O)OC,1,275.408787496,409.558946201,327.953672389,337.64046869533337
349172,CCOC(=O)C=CC1=CC=C(C=C1)O,1,204.371779586,183.800753916,190.988625099,193.05371953366662
135410087,CCN=C/C(=C(\C1=CC(=C(N=C1)Cl)F)/O)/C(=O)OCC,1,291.320748889,286.933296237,254.859897399,277.7046475083333
91686093,COC(=O)/C=C/C1=CC(=C(C(=C1)Br)OCC2=CC(=CC=C2)Br)Cl,2,811.84037538,656.052380653,798.579216743,755.4906575919999
70570435,CCOC(=O)/C=C/C1=CN=C(C(=C1)C)N2CCN(CC2)C3=NC=C(C=N3)C4=CC=CC(=C4)CN(C)C(=O)CNC(=O)OC(C)(C)C,0,285.978953813,557.441009091,352.677523446,398.6991621166667
91675674,COC1=C(C=C(C=C1)[N+](=O)[O-])C2=CC=C(O2)/C=C/C(=O)OCC=C,0,219.783654045,214.445418204,216.3199004,216.84965754966666
10171461,CCCCOC(=O)/C=C/C1=CC=C(C=C1)[N+](=O)[O-],0,158.908247227,47.6782866073,234.745113188,147.11054900743332
57233554,CCOC(=O)C(=CC1=CC2=C(O1)C=CC(=C2)C#N)C3=CC=C(C=C3)O[C@H]4CCN(C4)C(=O)OC(C)(C)C,2,1229.73783436,1032.04402515,1109.76553955,1123.84913302
129865123,C=COC(=O)C=CC1=NNN=N1,0,41.8951163692,136.966905425,71.0791720955,83.31373129656667
129653916,C=CC(=O)OOC(=O)C1=CS1=O,2,304.846807861,427.664376864,255.792782978,329.434655901
15153939,CCOC(=O)C(=C)COCOC,1,135.397534185,162.926908142,152.981120597,150.43518764133333
145740231,CC(=O)NC1=CC=C(C=C1)C(=O)C=CC2=CC=C(C=C2)OC(=O)C=C,1,361.443503892,486.951388353,511.567320927,453.320737724
67955390,CC1=CC(=C(C=C1OCC2=CC=CC=C2/C(=C\OC)/C(=O)OC)C)C(=O)COC,0,203.496064669,220.033070339,237.336913392,220.28868280000003
67297438,CC(=O)N/C(=C/C1=CC=CC=C1Cl)/C(=O)OC,1,251.752474447,258.532167474,205.122672279,238.46910473333332
91684771,COC(=O)/C=C/C1=CC(=C(C=C1)OCC2=CC=C(C=C2)Cl)Cl,1,216.999960411,402.595854195,381.800781403,333.79886533633334
91684527,C#CCOC(=O)/C=C/C1=CC=C(C=C1)OCC2=CC=C(C=C2)F,0,144.446393085,189.097603616,232.251409823,188.59846884133333
16203836,COC(=O)/C=C/C1=CC(=CC=C1)C2=CC(=O)C=C(O2)N3CCOCC3,0,181.895562675,214.229351253,224.559052406,206.89465544466668
7174158,CCOC(=O)/C=C/C1=CC=C(O1)C2=CC=C(C=C2)Br,1,465.746079109,272.405434155,258.756329947,332.30261440366667
66883230,CCOC(=O)C(=C)CP(=O)(C(=O)C1=C(C=C(C=C1C)C)C)C(=O)C2=C(C=C(C=C2C)C)C,0,223.249041647,231.551201202,371.47698971,275.42574418633336
18546535,CSCCCSCCCOC(=O)C=C,1,218.288193467,249.349389196,194.911342402,220.84964168833335
709906,COC(=O)/C(=C/C1=CC=C(C=C1)F)/C#N,2,319.118639532,459.611855665,391.790703745,390.17373298066667
69855994,COC(=O)C=C(C1=CC(=CC=C1)[N+](=O)[O-])N,0,184.367425272,124.467756093,44.6328328975,117.82267142083333
75527646,COC1=CC=C(C=C1)S(=O)(=O)/C(=C\NC2=CC3=C(C=C2)OCCO3)/C(=O)OC,2,744.721085065,1032.27678165,1063.03272564,946.6768641183334
90736583,CCOC(=O)C(C#N)C(=N[C@H]1CCCCN(C1=O)CC(=O)N2CCCC2)NC3=CC4=C(C=C3)OC(=C4)C,0,239.991489924,299.508606829,286.639263947,275.3797869
54013434,CCOC(=O)C(=CC1=CC=CS1)C(=O)C2=CC(=C(C=C2Br)F)F,0,207.489430884,210.519614539,170.282483274,196.09717623233334
169432220,[2H]C([2H])([2H])OC1=C(C2=CC=CC=C2C=C1)/C=C/C(=O)OC(C)(C)C,0,253.18397293,85.3849166855,217.043963219,185.20428427816668
53337294,CC1=CC=C(C=C1)N/C=C(\C(=O)OC)/S(=O)(=O)C2=CC=CC=C2F,1,415.052185996,430.833510645,281.480694521,375.788797054
68280101,CCOC(=O)/C=C/C1=CC2=C(C=C1)OC(O2)(F)F,2,443.041599596,483.807896091,387.325605365,438.0583670173333
