y,run_0,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,run_10,run_11,run_12,run_13,run_14,run_15,run_16,run_17,run_18,run_19,run_20,run_21,run_22,run_23,run_24,run_25,run_26,run_27,run_28,run_29,run_30,run_31,run_32,run_33,run_34,run_35,run_36,run_37,run_38,run_39,run_40,run_41,run_42,run_43,run_44,run_45,run_46,run_47,run_48,run_49,run_50,run_51,run_52,run_53,run_54,run_55,run_56,run_57,run_58,run_59,run_60,run_61,run_62,run_63,run_64,run_65,run_66,run_67,run_68,run_69,run_70,run_71,run_72,run_73,run_74,run_75,run_76,run_77,run_78,run_79,run_80,run_81,run_82,run_83,run_84,run_85,run_86,run_87,run_88,run_89,run_90,run_91,run_92,run_93,run_94,run_95,run_96,run_97,run_98,run_99
0.03902933,0.04513742,0.058212627,0.09141311,0.019646421,0.047904916,0.0012222566,0.040119942,0.019771695,0.08792138,0.027322486,0.020639367,0.024302676,0.019465504,0.07308666,0.008778222,0.047291633,0.023235738,0.03565065,0.00033834577,0.042269733,0.069865614,0.07388088,0.044588592,0.03476493,0.071558945,0.036628287,0.03789994,0.04439853,0.079858355,0.040557563,0.04512807,0.03962196,0.05711317,0.06699825,0.07277552,0.026153535,0.025132,0.009421237,0.025173359,0.036950063,0.042393487,0.059234887,0.009923533,0.056984123,0.05191692,0.0001399517,0.03000034,0.043977164,0.009538453,0.039901257,0.009136874,0.04421041,0.037892096,0.024308365,0.030159451,0.015029499,0.022731282,0.03561792,0.019464783,0.06769629,0.018476583,0.06578876,0.07774381,0.0029924326,0.016802013,0.0555228,0.041542433,0.029916361,0.025025737,0.022085875,0.042489126,0.048686184,0.03410404,0.074740015,0.0113009885,0.022955403,0.041994125,0.05243406,0.034925178,0.043158785,0.021324094,0.05543885,0.024906812,0.022242539,0.028519683,0.0417409,0.034819745,0.03550598,0.049011394,0.039078772,0.03234598,0.0334426,0.05062994,0.06339713,0.02370068,0.02047164,0.020332914,0.05505429,0.033309277,0.058843795
0.042829882,0.06105263,0.05088243,0.03730324,0.027515609,0.027145065,0.03688786,0.056013186,0.029986344,0.08053934,0.053108804,0.046156503,0.060940906,0.05663819,0.089148045,0.034345254,0.04438456,0.019561134,0.038929217,0.05389098,0.048268184,0.062112633,0.0025127828,0.05689225,0.029557506,0.05691482,0.012628593,0.011757351,0.039991923,0.070065886,0.023182958,0.0058024973,0.083750024,0.06756014,0.024152521,0.046173546,0.0322536,0.063179776,0.021624796,0.09059925,0.04485485,0.025317073,0.03748782,0.031016782,0.06744322,0.061569244,0.042949714,0.021240361,0.06219686,0.067919865,0.043626018,0.038595602,0.056940265,0.05761875,0.038374618,0.0706943,0.10556871,0.05011993,0.01664988,0.040880878,0.047486886,0.022063948,0.034284003,0.04946106,0.028691787,0.006036751,0.07958704,0.027273525,0.04610436,0.0386611,0.08641712,0.046181086,0.051389344,0.047269657,0.026893329,0.044493392,0.04595043,0.05528314,0.08271366,0.051173616,0.044722818,0.059113257,0.03776963,0.0031946376,0.05416439,0.053674232,0.07410212,0.07183249,0.054881487,0.061547115,0.051469874,0.07576112,0.07424332,0.060419366,0.04511916,0.041560985,0.06315985,0.024673741,0.032840997,0.029503692,0.0046213344
0.044065844,0.04869972,0.05502346,0.011115883,0.034294464,0.037696525,0.021092884,0.045354396,0.046544764,0.022688791,0.056443837,0.04087773,0.05454707,0.0515122,0.04379696,0.04729218,0.01590985,0.013517983,0.04045841,0.05687131,0.050417617,0.010469466,0.016259558,0.08365263,0.039871216,0.043302707,0.06246507,0.036893714,0.040948123,0.03240395,0.0033732057,0.014547564,0.05154948,0.03243461,0.045845103,0.058434483,0.05221217,0.065240785,0.008440763,0.03032865,0.038851343,0.05764375,0.01352942,0.026758887,0.06315489,0.003915161,0.05819926,0.059208624,0.05108513,0.06963719,0.04931008,0.056597553,0.046100974,0.02457489,0.026880369,0.0049728975,0.07350982,0.05788567,0.05903016,0.018811312,0.05319398,0.039399993,0.048647273,0.018155605,0.033623792,0.04242231,0.018136188,0.036021903,0.06104243,0.06028361,0.02049739,0.037701607,0.031426847,0.059517164,0.048275456,0.06996472,0.04330779,0.02496723,0.030245364,0.02558482,0.032488186,0.061862774,0.050347947,0.056574345,0.07937737,0.029419713,0.076321125,0.035007387,0.052086614,0.030697145,0.05360229,0.011021405,0.09849921,0.055410936,0.023585334,0.032507747,0.0065078884,0.04855801,0.013938606,0.055090398,0.03160692
0.04625895,0.034044206,0.025115572,0.036358487,0.007105835,0.023206964,0.0028463975,0.025932234,0.014157578,0.023107024,0.052206993,0.039039116,0.05270139,0.075804785,0.06034422,0.048626155,0.053193495,0.018038236,0.017474517,0.10109515,0.009508237,0.012637218,0.06257528,0.0075623915,0.013423674,0.033229206,0.0015777722,0.038998313,0.09030275,0.038141,0.009397872,0.035098195,0.02979384,0.020464398,0.06955142,0.033556383,0.006632015,0.036898572,0.02391858,0.00016009435,0.026786026,0.007511139,0.0020005777,0.04072141,0.064532235,0.02045244,0.045261115,0.017233811,0.04366528,0.03148509,0.013099112,0.016516726,0.031821035,0.023540817,0.036699988,0.063410446,0.05769137,0.050226536,0.023860894,0.054441065,0.07928918,0.05634567,0.053701337,0.026621636,0.0022098497,0.05537222,0.022099301,0.038106244,0.0029845983,0.017333776,0.041356385,0.0069782436,0.031732492,0.06104661,0.048090793,0.06110873,0.049106643,0.03111235,0.0040441453,0.06009229,0.02441489,0.045609944,0.07304863,0.015493587,0.04112041,0.02528033,0.02402553,0.057247333,0.04024832,0.04872387,0.018642157,0.039115608,0.0147885755,0.041073322,0.040720567,0.040365264,0.011844948,0.025033455,0.026916228,0.017936878,0.028820943
0.047855835,0.047377974,0.08012026,0.07139743,0.03579396,0.07457699,0.0731973,0.0357445,0.021011364,0.05679328,0.033438083,0.06907566,0.053206556,0.100158766,0.061355703,0.026340246,0.011420071,0.08319001,0.071587116,0.08994143,0.07330324,0.05603623,0.05717429,0.028275391,0.047723122,0.044361442,0.0383966,0.017978333,0.026910003,0.06050745,0.042712457,0.06492488,0.057123736,0.07242561,0.079988696,0.06530795,0.062553436,0.09079421,0.049392477,0.080756456,0.0643009,0.054015707,0.04166032,0.014979266,0.050233115,0.08022339,0.08815357,0.079492874,0.044557244,0.04284119,0.06942401,0.025578856,0.05453299,0.04159289,0.06291747,0.07540619,0.08529208,0.053841025,0.038204834,0.050582737,0.03391155,0.039499864,0.08468261,0.05127295,0.08352262,0.04042063,0.050239462,0.052453257,0.061273184,0.10372744,0.061647072,0.065506294,0.060477838,0.0513322,0.069114566,0.044950984,0.0362259,0.04322683,0.0728375,0.036940284,0.08658864,0.08423871,0.04692769,0.051774923,0.07210108,0.064056195,0.10108903,0.021426216,0.04315549,0.05946243,0.07722057,0.025171064,0.07446894,0.040280987,0.042454384,0.015224922,0.025932342,0.0635256,0.07214547,0.053834103,0.0399726
0.04964231,0.04591707,0.06593503,0.018748604,0.039205045,0.060425468,0.023913048,0.031280823,0.06033074,0.0025578141,0.076362595,0.071356915,0.02621402,0.04569952,0.03348095,0.0557836,0.0538975,0.070813976,0.062358238,0.044918336,0.02386228,0.037689798,0.02731859,0.09500606,0.038679034,0.054142445,0.08805172,0.070034,0.007878482,0.067833595,0.03236963,0.07337265,0.07695167,0.024394676,0.05948528,0.06216368,0.077823564,0.03744102,0.0037821606,0.08770432,0.048863932,0.051532425,0.036662016,0.020820055,0.055383705,0.050161533,0.04634109,0.054720376,0.06438072,0.04084366,0.031082548,0.054637298,0.04896077,0.06596215,0.007673897,0.016127218,0.06423335,0.045533188,0.0052710474,0.028167512,0.032363746,0.027240738,0.09829833,0.005294837,0.0108722,0.026858024,0.024542721,0.015667621,0.07849242,0.0622602,0.039433204,0.02352088,0.06784998,0.034955703,0.001533147,0.049823936,0.03658962,0.039828427,0.026219193,0.056660272,0.073728114,0.07560247,0.0044204295,0.07163751,0.016213443,0.021464165,0.014270924,0.039647397,0.045658454,0.040261716,0.017925873,0.016606092,0.063397594,0.025324859,0.022205936,0.034058347,0.08511819,0.050427966,0.043006714,0.016569477,0.053884454
0.0523801,0.0066369846,0.017577577,0.005632296,0.053168446,0.0043748245,0.06858732,0.07714279,0.021202575,0.04630762,0.040909108,0.07028111,0.05774602,0.026603777,0.05037182,0.07460008,0.044153642,0.025399264,0.017897133,0.0048729107,0.03945668,0.05178072,0.052401423,0.046750657,0.016421687,0.037757672,0.010264643,0.04328355,0.0043353364,0.04171209,0.030394115,0.003984131,0.06709202,0.031581704,0.01557485,0.046228692,0.019056708,0.031846955,0.06775998,0.06850186,0.026177939,0.05431056,0.051689975,0.071218684,0.050254315,0.00527161,0.043228716,0.026846945,0.025342286,0.038594015,0.071637504,0.02112408,0.04032611,0.021473363,0.05373009,0.02890481,0.01926288,0.037088446,0.03776279,0.030763857,0.012804806,0.04788682,0.040886194,0.0045336895,0.05005268,0.05450747,0.046077352,0.04947038,0.039758567,0.03440842,0.012294218,0.008730765,0.017217606,0.046608396,0.048614707,0.0035587624,0.0278316,0.01805731,0.050961003,0.011938542,0.055287905,0.039768483,0.015854824,0.015130794,0.012445167,0.07631715,0.029748142,0.02204302,0.04890923,0.005040884,0.042510197,0.03740994,0.06114163,0.043899685,0.03821584,0.018090986,0.060885426,0.028775662,0.0034250394,0.044762224,0.02309212
0.055267807,0.07219465,0.064283505,0.094405316,0.08914306,0.0056027547,0.02191075,0.07703357,0.058767848,0.07589446,0.061497353,0.0785077,0.047386833,0.037846252,0.08487688,0.030064773,0.07485477,0.080030225,0.062237702,0.10228258,0.031501517,0.073452525,0.06489292,0.079393506,0.043873936,0.08468459,0.1039586,0.056083795,0.050774883,0.024503246,0.07127696,0.083294526,0.06868487,0.058835283,0.06339021,0.050911233,0.057128184,0.06558885,0.06296992,0.059393942,0.11039535,0.054457597,0.0741858,0.08916067,0.064831614,0.06366451,0.058438346,0.07328333,0.0087338425,0.053146437,0.08364999,0.07439408,0.027717808,0.09054451,0.028595803,0.0073077194,0.07506877,0.06712163,0.0941024,0.05131104,0.06793539,0.049634792,0.025834806,0.042720653,0.08467339,0.027937032,0.07022222,0.02487763,0.04408302,0.08423859,0.043055013,0.058035716,0.057614397,0.07079481,0.075650804,0.041763842,0.04617528,0.027414307,0.071939506,0.055239,0.081288934,0.056033935,0.053594053,0.053914025,0.07761052,0.069769084,0.07057463,0.059507154,0.10629284,0.066463724,0.019517887,0.030471332,0.07576236,0.07934448,0.042647604,0.07688504,0.057323508,0.100315586,0.0972711,0.023077004,0.06400479
0.056474134,0.092749976,0.12439761,0.070059374,0.08966984,0.108055405,0.07331459,0.069279656,0.092948474,0.09330888,0.085460424,0.08391377,0.08688393,0.10610586,0.07268147,0.09050868,0.1314792,0.079633825,0.09271438,0.075360075,0.10543101,0.050578814,0.08777624,0.093288034,0.07590274,0.044273518,0.09803204,0.1012594,0.07882755,0.108545534,0.11890067,0.10201292,0.06524174,0.053893767,0.088262185,0.0487565,0.08749747,0.056739345,0.11166384,0.09733697,0.07216982,0.1143712,0.0678516,0.086183555,0.071021475,0.055009946,0.09013425,0.07593934,0.0892307,0.064745605,0.038372234,0.110834986,0.056134485,0.10052411,0.1027351,0.104644045,0.07695427,0.060261883,0.06861627,0.07656793,0.064732015,0.10097377,0.061303735,0.06856481,0.041973326,0.0513457,0.10768936,0.10281813,0.05243746,0.06609239,0.059454203,0.11459324,0.09581603,0.047681797,0.09415338,0.080611356,0.075225964,0.079754874,0.07853342,0.095469356,0.105738156,0.1124151,0.075761035,0.03861901,0.09900957,0.08734147,0.046523727,0.059977993,0.074018836,0.05563993,0.103533275,0.058997795,0.10128103,0.08744717,0.1091326,0.09110849,0.108038954,0.0951286,0.058445465,0.047612675,0.08230399
0.057279013,0.03418205,0.046523616,0.01742854,0.026653018,0.047882162,0.05976841,0.03528116,0.026417777,0.05129592,0.07464282,0.050634332,0.06988198,0.04152119,0.035740703,0.040939253,0.0028309636,0.050202113,0.036658727,0.052170232,0.05373322,0.050690513,0.06194266,0.044365972,0.007468559,0.046473444,0.03792152,0.024806961,0.056942854,0.03524779,0.04387933,0.03014741,0.062260073,0.03486061,0.045554787,0.013705611,0.0668218,0.067469195,0.08560715,0.056918956,0.011938494,0.032370493,0.03610634,0.033212025,0.010404296,0.045791194,0.06420838,0.035412394,0.05494968,0.02467876,0.029135507,0.0028944612,0.046535537,0.04611679,0.01791859,0.060123757,0.04579961,0.049606457,0.03260496,0.04068669,0.025761038,0.051293988,0.012265615,0.04809651,0.040181037,0.020356767,0.092143536,0.039738532,0.05247093,0.022437215,0.066595785,0.013082337,0.032520603,0.05248247,0.059833385,0.055115156,0.01940424,0.09443034,0.0708938,0.054518543,0.0798942,0.013405893,0.043468207,0.0688693,0.07691914,0.040074326,0.05287051,0.06159351,0.058022693,0.006199017,0.022236,0.043626614,0.05371207,0.04557462,0.09372051,0.06253221,0.044098347,0.046746492,0.07419892,0.07563527,0.02773286
