id_A,id_B,smiles_A,smiles_B,chain_size,xx,yy,zz,static_polarizability,type,static_polarizability_original
21872251,,C=CC(=O)Oc1ccc(Br)c(Br)c1Br,,1,127.312986955,319.32732664,275.907637324,0.268174788468544,homopoly,240.849316973
10197737,,C=CC(=O)OC(F)(F)F,,0,24.7137013549,27.183857571,56.2456252561,0.010356762859168533,monomer,36.04772806066666
3014768,,C=CC(=O)OCCN=C=O,,2,208.843329338,203.024738408,276.519989379,0.2538405305822197,homopoly,229.4626857083333
129692699,,C=CC(=O)OCc1ccc(OC(=O)OCC(C)C)cc1,,1,288.048974415,362.429423654,172.186707235,0.31018619279122345,homopoly,274.22170176799995
19806870,,C=CC(=O)OC(F)(F)C(C)(CF)C(F)(F)F,,2,278.26632012,285.897226374,282.824279729,0.32039255222116053,homopoly,282.32927540766667
4391003,,C=CC(=O)OCCC(C)CC(C)(C)C,,2,431.211039284,389.886796675,418.744650834,0.4852431823318387,homopoly,413.280828931
688322,,C=CC(=O)OC1CCC(C(C)(C)C)CC1,,1,212.431277647,236.038870695,210.018496381,0.24129406628100142,homopoly,219.49621490766663
129696010,,C=CC(=O)Oc1ccccc1C(F)(F)C(F)(F)C(O)(F)F,,0,155.015086905,45.5434272679,130.161265681,0.10375489638561175,monomer,110.23992661796667
83092,,C=CC(=O)OC(F)(C(F)(F)F)C(F)(F)F,,1,98.9350035913,109.759824036,122.810781518,0.10408464798804598,homopoly,110.5018697151
101375909,,C=CC(=O)Oc1cc(C)ccc1C(=O)c1ccc(N(C)C)cc1,,1,352.792332131,407.706808015,357.966220643,0.43431061690484074,homopoly,372.8217869296666
3016431,,C=CC(=O)OCC(C)CCCC,,2,378.742555771,331.791793782,349.899032807,0.40995909668433594,homopoly,353.47779412
2776224,,C=CC(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,,1,258.658156451,249.294887505,211.540242322,0.2668929826472384,homopoly,239.831095426
10308068,,C=CC(=O)Oc1c2ccccc2cc2ccccc12,,0,246.056538669,40.8757995572,227.275606021,0.1807506471149009,monomer,171.4026480824
15208801,,C=CC(=O)OCCCN=C=O,,2,248.693975894,262.121478826,284.655025893,0.2987747181012448,homopoly,265.156826871
119747,,C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0,93.7113268185,144.919820086,122.135641668,0.11636329541291476,monomer,120.25559619083332
18372055,,C=CCCCCOC(=O)C=C,,1,146.487283636,149.908872564,177.921911226,0.1640119597859251,homopoly,158.10602247533333
22728778,,C=CC(=O)OCCN1C(=O)CCC1=O,,1,166.263056547,158.435610574,180.491554651,0.17696660843239415,homopoly,168.39674059066667
91241,,C=CC(=O)OCC(Cl)CCl,,1,128.010072507,147.8904674,145.243524201,0.14169895492106951,homopoly,140.38135470266667
13932176,,C=CC(=O)OCC(O)CCCCCC,,1,205.837404264,204.700103032,184.77360284,0.2147833552450295,homopoly,198.437036712
85887894,,C=CC(=O)OCCNc1ccc([N+](=O)[O-])c2nonc12,,1,112.000423637,364.510663714,305.462018484,0.29311091680189166,homopoly,260.657701945
564417,,C=CC(=O)OCCCCC=C1CC1,,0,93.0106853962,96.4405187691,108.062848274,0.08982102812084958,monomer,99.1713508131
21981399,,C=CC(=O)OCCCN,,1,111.057479721,107.734322204,131.527668066,0.11197936612815482,homopoly,116.77315666366668
543695,,C=CC(=O)Oc1cc(Cl)c(Cl)cc1Cl,,2,618.356174558,320.150161764,443.770302027,0.5450117481399124,homopoly,460.75887944966667
80995,,C=CC(=O)OCCN1CC1,,2,258.409784764,270.5349459,250.155701966,0.29190547867049926,homopoly,259.70014421
