,y,pred
183,0.2480341,0.23671922
184,0.25230518,0.23244983
185,0.25637355,0.30137163
186,0.25661197,0.20685154
187,0.25853992,0.30058318
188,0.25968003,0.29376405
189,0.2652077,0.25902712
190,0.26638064,0.21218681
191,0.266439,0.25791422
192,0.26689297,0.25810555
193,0.26756084,0.25833526
194,0.26806656,0.22899845
195,0.2690683,0.2903369
196,0.27015728,0.29458874
197,0.2744327,0.25654766
198,0.27458987,0.2435804
199,0.27579555,0.21660453
200,0.27642357,0.17406207
201,0.2767376,0.32038474
202,0.2808584,0.27830344
203,0.28343666,0.31666702
204,0.2841581,0.29356468
205,0.28590736,0.23805541
206,0.2861898,0.38847885
207,0.28740057,0.29569685
208,0.29022095,0.24172589
209,0.29075384,0.25702655
210,0.2919055,0.32147232
211,0.29337555,0.29410025
212,0.29403573,0.29896966
213,0.2955293,0.31040993
214,0.29862452,0.3162855
215,0.30141968,0.38009512
216,0.30503768,0.29532647
217,0.30912095,0.37722847
218,0.31101894,0.34787995
219,0.31192413,0.31339496
220,0.3132145,0.30867213
221,0.31473774,0.32689035
222,0.31755707,0.32650554
223,0.32166904,0.31474447
224,0.32264465,0.33932745
225,0.32278866,0.35685018
226,0.32320312,0.35980773
227,0.32448402,0.30303583
228,0.32541278,0.35463202
229,0.32763943,0.31468454
230,0.3297092,0.35037145
231,0.3348993,0.3209126
232,0.33693105,0.4172893
233,0.33751097,0.33183947
234,0.3385807,0.31568646
235,0.3388945,0.34874418
236,0.3392048,0.3135661
237,0.34059703,0.33284563
238,0.34238288,0.37540168
239,0.3457134,0.3093518
240,0.34776035,0.37528646
241,0.35225347,0.3755899
242,0.35257357,0.38172346
243,0.36160898,0.3363762
244,0.36218047,0.37206006
245,0.36508298,0.45158538
246,0.3664089,0.4074297
247,0.36700767,0.39232582
248,0.37104368,0.38803124
249,0.37118098,0.39545268
250,0.3717143,0.36175734
251,0.37341478,0.32290578
252,0.37940174,0.39438242
253,0.38004744,0.31761783
254,0.3806601,0.41439265
255,0.38232112,0.36273712
256,0.38356677,0.46101904
257,0.38398904,0.3740055
258,0.38610592,0.37616634
259,0.38762486,0.41213304
260,0.38828892,0.3351957
261,0.3928809,0.33186498
262,0.3935391,0.3786227
263,0.39613485,0.4657054
264,0.39677876,0.45183653
265,0.39832357,0.42774534
266,0.4076391,0.47774476
267,0.4119025,0.39182067
268,0.4123141,0.4911548
269,0.41381988,0.44318128
270,0.41893658,0.38288966
271,0.4243383,0.48839384
272,0.4260199,0.44512957
273,0.42622596,0.39369363
274,0.43160436,0.3688202
275,0.43269137,0.4544968
276,0.43786418,0.4464345
277,0.4438729,0.43575722
278,0.4500622,0.45481515
279,0.46428838,0.52647966
280,0.46751627,0.4718281
281,0.47366402,0.5321045
282,0.47790763,0.5719127
283,0.48478758,0.48834422
284,0.4907315,0.4907168
285,0.49881136,0.42472574
286,0.50150913,0.5802042
287,0.50615424,0.45827228
288,0.5064745,0.495698
289,0.5070181,0.5331355
290,0.507287,0.5381747
291,0.5095065,0.5257839
292,0.5188962,0.5409554
293,0.5191321,0.4969658
294,0.52073896,0.5002032
295,0.52485627,0.50610846
296,0.531714,0.6242327
297,0.5344528,0.49602658
298,0.54674125,0.64454037
299,0.55080837,0.5894459
300,0.5522821,0.61561793
301,0.56136066,0.59078956
302,0.56871176,0.60898703
303,0.57330734,0.57718676
304,0.5735127,0.5097444
305,0.57541287,0.63797486
306,0.58282137,0.5760872
307,0.61004704,0.62541336
308,0.6115252,0.64975685
309,0.615545,0.59038574
310,0.625528,0.585617
311,0.6269873,0.65610164
312,0.6358117,0.6903128
313,0.63736695,0.66379625
314,0.64505196,0.59338343
315,0.64765966,0.68605226
316,0.652629,0.6643518
317,0.6544639,0.67582077
318,0.65788364,0.65937597
319,0.667822,0.8231569
320,0.66993123,0.6607375
321,0.6816478,0.49009776
322,0.6889613,0.68812716
323,0.6890038,0.7636343
324,0.6938014,0.72530663
325,0.695616,0.7439402
326,0.69716835,0.72423154
327,0.7086035,0.7047097
328,0.70873165,0.7083538
329,0.73737013,0.7979651
330,0.75751084,0.7749694
331,0.76197314,0.6636685
332,0.76429397,0.81035715
333,0.76465845,0.8636363
334,0.76875323,0.7788852
335,0.77414685,0.817718
336,0.78148377,0.8114843
337,0.7881802,0.8376978
338,0.7908207,0.4096186
339,0.79732186,0.8032451
340,0.80384004,0.72035295
341,0.81785214,0.70917684
342,0.8276375,0.81733197
343,0.83709854,0.9469736
344,0.84241736,0.80371785
345,0.8558546,0.8092294
346,0.87001526,0.75841606
347,0.8774146,0.8400869
348,0.88825065,0.8451578
349,0.9182193,0.67874986
350,0.9258585,0.92109734
351,0.9290047,0.8080697
352,0.9486896,0.9297022
353,0.9953968,0.8542877
