epoch,train_loss,val_loss
163,9669.835962034862,6025.383480296416
164,9260.497382475534,8453.808167401483
165,8491.268672943115,9477.587985768037
166,8688.542660808564,5639.662723316866
167,8632.375409596762,9512.707281673656
168,8779.873216675123,7090.119743795956
169,8421.435966250101,6429.728996725644
170,9798.648346951803,5692.799520155962
171,9211.520194174449,10220.337027605841
172,8378.201537528039,6736.8186789119945
173,8390.782411282857,8319.444799984203
174,7853.870319188436,11662.598324046416
175,8056.423396479288,4975.235685460708
176,8207.435554383595,8170.198712517234
177,6960.472059707641,16894.885917214786
178,7650.5933595911665,5572.46169684915
179,8179.445831178029,8511.283131318934
180,7215.236566015879,6607.112267438103
181,7009.723096021016,4613.224810431985
182,7508.125713050365,4931.818432976218
183,7608.247908884684,4933.874885110294
184,7437.102174401283,8568.476253733916
185,7257.4878536732995,4380.756539737477
186,6959.490071334839,6137.192416022805
187,7268.563476130168,6160.835366641774
188,6836.1870476531985,4182.9525882496555
189,6797.45634039561,4846.096475040212
190,6909.471774267852,4775.434283088235
191,7017.643703819911,4496.494641472312
192,6877.086063831647,4761.737663717831
193,6161.169962310791,4571.53599099552
194,6638.07211324056,4743.0712522618915
195,6902.450335903168,4768.254064223345
196,6335.96429819107,4548.39555089614
197,6045.046545767386,5682.380252613741
198,6638.839204303424,5717.165326006272
199,6339.020605061849,5604.524649227366
200,6210.426864611308,5581.85882433723
201,6564.790873082479,4616.313593696145
202,6474.888874588013,4306.778038473691
203,7577.43098748525,5514.188340130974
204,6279.236028102239,5713.458776137408
205,6433.227121899923,5133.753063875086
206,5861.133352555434,5469.284420237822
207,5614.167089239756,9083.541216681986
208,6265.540184631348,4584.594573077034
209,5656.770556931496,4561.658921129563
210,5738.030007387797,6578.89155847886
211,6078.901017812093,7345.676216125488
212,5315.758645222982,4268.723613065832
213,5728.9459256935115,4519.595015581916
214,5680.390027503967,6172.42650828642
215,5323.6851690816875,3951.4260487275965
216,5737.800198936462,3922.5104347677793
217,5494.349420839945,3500.4465403837316
218,5552.99798664093,7475.555916281308
219,5726.499270629883,6599.990071016199
220,5552.067751897176,3868.508447310504
221,5157.913722318013,3751.791287590476
222,5291.202088432312,3931.1014466285706
223,5511.913024597168,8183.852898092831
224,5483.135399462382,3733.953333237592
225,5009.790725611051,4934.551632151884
226,5160.325166692734,3417.6345286649816
227,5139.166601982117,4874.276246912339
228,5174.199497286479,5576.218073003432
229,4653.609938952128,6667.37133250517
230,4895.03061571757,3534.513400358312
231,4962.265427930355,4421.360004200655
232,4358.1694053777055,3878.464201085708
233,5260.6225184758505,5142.548652200137
234,4906.5414751180015,3878.8839234604557
235,4917.084900347391,3306.776783662684
236,5160.530190938313,3574.7501831054688
237,5090.733836250305,4797.567815444048
238,5404.556456705729,5129.749964096967
239,4540.804079753757,3267.9915300257067
240,4377.865754595995,3069.336011101218
241,4638.381319020589,3985.9017064711625
242,4808.293754005432,6075.14315257353
243,4709.41109445413,4447.4098496156585
244,4304.990912144979,3286.351983463063
245,4321.762131082217,4386.769237742705
246,4252.530829090675,5132.378207936006
247,4659.851513061523,2778.1330674115347
248,4330.322040939331,6651.555188347312
249,4970.902958308856,3431.799966251149
250,4378.999400571187,3384.589879653033
251,3936.428084081014,5156.882585413316
252,4895.710495510101,4024.390069400563
253,4145.089125773311,3254.1391996495863
254,4229.718922808965,2981.1706165986902
255,4221.370425008138,3076.627545525046
256,4328.235066817601,3215.2598446116726
257,4119.415314111709,3040.703471464269
258,4748.852235440661,3073.9011424008536
259,4343.408173161745,4644.732363532571
260,4085.122085266113,7764.586117015166
261,4524.614499305089,2925.2456480475034
262,4693.150378163656,2585.835838766659
263,4373.209371176164,2439.625197466682
264,3870.448781083425,2577.2848351422476
265,3787.100929946899,3210.9731100867775
266,4128.9921928787235,3621.412962520824
267,3881.398302078247,3214.920108570772
268,3743.410267283122,4260.714628331802
269,3998.9331532414753,4784.8537463019875
270,4323.002121372223,3420.231855953441
271,4012.4994733715057,4383.895265467027
272,3948.2148588180544,3973.867910497329
273,3605.188411875963,2602.5567743637985
274,3800.1666664346058,2932.591382194968
275,3567.5356706221896,3538.619384765625
276,3654.9075034888588,2302.6927023494945
277,3343.301277364095,2199.6974433450137
278,3956.4149736531576,2048.746075517991
279,3676.2108425013225,4030.9044754925894
280,3972.689364267985,2502.022600959329
281,4215.657298914592,5723.386358822093
282,3894.4408056433003,2282.973132413976
283,3236.950833791097,2132.747599882238
284,3940.332433420817,3722.2782251694625
285,3402.133383169174,14353.46484375
286,3860.4338186772666,2157.344617955825
287,3711.392652408282,2478.6133330990288
288,3506.051762568156,2370.823548260857
289,3492.307515869141,3863.8439501594094
290,3920.184045961698,3091.103448306813
291,3818.7692759958904,2658.4453771254593
292,3159.771205444336,2080.1939603020164
293,3451.7934672800698,4312.377278945025
294,3173.4157771015166,2297.257312550264
295,3404.9451569018265,3239.9972098294425
296,3610.722227647702,2964.448804518756
297,3360.604071222941,3004.6711048799402
298,3027.008905984362,2925.5603784182495
299,3148.6168488359453,1782.7453119614545
